rln,svccode,uic,ulc,utc,unitname,describe,pax,origin,origname,poe,poename,pod,podname,dest,destname,rld,ald,ead,lad,rdd,fdsvcres,nonbaselne,baseline,provorg
AR10181,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10183,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10185,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10186,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10188,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10190,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10192,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10195,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10197,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10199,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10201,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10205,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10207,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NBDY,Livorno-leghorn,FGQS,Diyarbakir,,70,95,104,105,,,,A
AR10267,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10268,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10270,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10272,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10273,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10275,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10277,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10282,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10284,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10286,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10288,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10292,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10294,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NBDY,Livorno-leghorn,GQSE,Gazi Anter,,70,95,104,105,,,,A
AR10354,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10355,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10357,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10359,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10360,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10362,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10364,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10366,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10369,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10371,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10373,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10375,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10379,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10381,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,JWJY,Hefaa,JYDP,Hamah,,70,95,104,105,,,,A
AR10458,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10459,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10461,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10463,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10464,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10466,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10468,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10470,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10473,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10475,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10477,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10479,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10483,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10485,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NFQA,Limassol,LJYC,Incirlik Ab,,70,95,104,105,,,,A
AR10562,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10563,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10565,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10567,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10568,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10570,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10572,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10574,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10577,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10579,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10581,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10583,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10587,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10589,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NFQA,Limassol,LQCN,Iskenderun,,70,95,104,105,,,,A
AR10629,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10630,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10631,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10633,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10634,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10636,A,,,,,GROUND AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10638,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10639,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10641,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NFQA,Limassol,LRMC,Izmir,,70,95,104,105,,,,A
AR10718,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10719,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10721,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10723,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10724,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10726,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10728,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10733,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10735,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10737,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10739,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10743,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10745,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,JWJY,Hefaa,QBAL,Mersin,,70,95,104,105,,,,A
AR10805,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10806,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10808,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10810,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10811,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10813,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10815,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10820,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10822,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10824,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10826,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10830,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10832,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NBDY,Livorno-leghorn,SNNY,Osmaniye,,70,95,104,105,,,,A
AR10909,A,,,,,RATIONS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10910,A,,,,,WATER,0,ESGM,Ft Drum,RRRK,New York Port Emb,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10912,A,,,,,GENERAL SUPPLY,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10914,A,,,,,PKG POL,0,HDFM,Ft Chaffee,BBNV,Beaumont,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10915,A,,,,,GROUND POL,0,HFTZ,Ft Hood,LCMT,Houston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10917,A,,,,,CONSTRUCT MAT,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10919,A,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10924,A,,,,,ELECTRONIC MEI,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10926,A,,,,,TAC VEH MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10928,A,,,,,MISSLES MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10930,A,,,,,WEAPONS MEI,0,HHJM,Anniston,DKSD,Charleston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10934,A,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
AR10936,A,,,,,MAIL,0,LEXG,Hunter Aaf,UZXJ,Savannah,NBDY,Livorno-leghorn,UWCP,Sanliurfa,,70,95,104,105,,,,A
FR10120,F,,,,,RATIONS,0,TYMX,Randolph Afb,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10121,F,,,,,WATER,0,MPLS,Lackland Afb,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10123,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",DKSD,Charleston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10125,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10128,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10130,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,DKSD,Charleston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10132,F,,,,,TRAP,0,MUHJ,Langley Afb,SBEA,Norfolk,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10134,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,DKSD,Charleston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10136,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,SBEA,Norfolk,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10138,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,DKSD,Charleston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10140,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10142,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10145,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10147,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10149,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10151,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,RRRK,New York Port Emb,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10153,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10155,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10157,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,LCMT,Houston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10159,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,DKSD,Charleston,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10161,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10163,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,RRRK,New York Port Emb,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10165,F,,,,,MAIL,0,PNQS,Maxwell Afb,RQNK,New Orleans,LRNC,Izmir,ABQH,Adana,,70,95,104,105,,,,F
FR10286,F,,,,,RATIONS,0,TYMX,Randolph Afb,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10287,F,,,,,WATER,0,MPLS,Lackland Afb,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10289,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",DKSD,Charleston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10291,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10294,F,,,,,GND SUPPORT MEI,0,MBPC,Kelly Afb,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10296,F,,,,,ELECTRONIC MEI,0,AKWS,Anniston Army Dep,DKSD,Charleston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10298,F,,,,,TRAP,0,MUHJ,Langley Afb,SBEA,Norfolk,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10300,F,,,,,TAC VEH MEI,0,FTFA,Eglin Afb,DKSD,Charleston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10302,F,,,,,MISSLES MEI,0,DJDB,Chanute Afb,SBEA,Norfolk,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10304,F,,,,,WEAPONS MEI,0,AKWS,Anniston Army Dep,DKSD,Charleston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10306,F,,,,,SPEC WEAPON MEI,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10308,F,,,,,ACFT ENGINE MEI,0,WWYJ,Tinker Afb,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10311,F,,,,,AIR REPAIR PART,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10313,F,,,,,GND SUPT PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10315,F,,,,,ADMIN VEH PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10317,F,,,,,ELECT PARTS,0,WXVD,Tobyhanna,RRRK,New York Port Emb,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10319,F,,,,,TAC VEH PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10321,F,,,,,MISSILE PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10323,F,,,,,WEAPONS PARTS,0,UAUW,Red River Depot,LCMT,Houston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10325,F,,,,,SPEC WEAPON PAR,0,HCTL,Ft Bragg,DKSD,Charleston,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10327,F,,,,,IND SUPT PARTS,0,WMYX,Susquehanna Od Dp,RRRK,New York Port Emb,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10329,F,,,,,ACFT ENG PARTS,0,WXVD,Tobyhanna,RRRK,New York Port Emb,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10331,F,,,,,MAIL,0,PNQS,Maxwell Afb,RQNK,New Orleans,NFQA,Limassol,ADJC,Akrotiri,,70,95,104,105,,,,F
FR10452,F,,,,,RATIONS,0,TYMX,Randolph Afb,LCMT,Houston,LUTP,Juddah,AKRR,Akinci,,70,95,104,105,,,,F
FR10453,F,,,,,WATER,0,MPLS,Lackland Afb,LCMT,Houston,LUTP,Juddah,AKRR,Akinci,,70,95,104,105,,,,F
FR10455,F,,,,,GENERAL SUPPLY,0,JUBJ,"Maxwell Afb, Gunt",DKSD,Charleston,LUTP,Juddah,AKRR,Akinci,,70,95,104,105,,,,F
FR10457,F,,,,,AIR AMMO,0,AKWS,Anniston Army Dep,WMPT,Sunny Point,LUTP,Juddah,AKRR,Akinci,,70,95,104,105,,,,F
