PLUGIN_ARG_ID,THREAD_ID,BLANK,ARGUMENT_ORDER,PLUGIN_CLASS,ARGUMENT,ARGUMENT_TYPE,SORT_ORDER_ORIG
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+AmmunitionInventory|0,CLASS-5, ,0,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +AmmunitionInventory,INVENTORY_MANAGEMENT_ARGS,1
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+BulkPOLInventory|1,CLASS-3, ,1,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +BulkPOLInventory,INVENTORY_MANAGEMENT_ARGS,2
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+BulkPOLInventory|2,CLASS-3, ,2,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +BulkPOLInventory,INVENTORY_MANAGEMENT_ARGS,3
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+BulkPOLInventory|3,CLASS-3, ,3,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +BulkPOLInventory,INVENTORY_MANAGEMENT_ARGS,4
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+BulkPOLTransport|2,CLASS-3, ,2,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +BulkPOLTransport,INVENTORY_MANAGEMENT_ARGS,5
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+ConsumableInventory|1,CLASS-9, ,1,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +ConsumableInventory,INVENTORY_MANAGEMENT_ARGS,6
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+ConsumableInventory|3,CLASS-9, ,3,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +ConsumableInventory,INVENTORY_MANAGEMENT_ARGS,7
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+ConsumableInventory|4,CLASS-9, ,4,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +ConsumableInventory,INVENTORY_MANAGEMENT_ARGS,8
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+ConsumableInventory|7,CLASS-9, ,7,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +ConsumableInventory,INVENTORY_MANAGEMENT_ARGS,9
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+FuelsSourcingAllocator|1,CLASS-3, ,1,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +FuelsSourcingAllocator,INVENTORY_MANAGEMENT_ARGS,10
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+FuelsSourcingAllocator|2,CLASS-3, ,2,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +FuelsSourcingAllocator,INVENTORY_MANAGEMENT_ARGS,11
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+PackagedPOLInventory|2,CLASS-3, ,2,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +PackagedPOLInventory,INVENTORY_MANAGEMENT_ARGS,12
mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin|+PackagedPOLInventory|3,CLASS-3, ,3,mil.darpa.log.alpine.blackjack.plugins.AntsInventoryPlugin, +PackagedPOLInventory,INVENTORY_MANAGEMENT_ARGS,13
