CFW_ID,ORGTYPE_ID,PLUGIN_GROUP_ID,BLANK
3ID-CFW,MATERIEL-SUPPLY,InventoryPolicy, 
3ID-CFW,MATERIEL-SUPPLY,LDMSQLAssets, 
3ID-CFW,MATERIEL-SUPPLY,Org, 
3ID-CFW,MATERIEL-SUPPLY,PolicyTransfer, 
3ID-CFW,MATERIEL-SUPPLY,StrategicTransport, 
3ID-CFW,MATERIEL-SUPPLY,SubsistenceInventoryManagement, 
3ID-CFW,MATERIEL-SUPPLY,UI, 
3ID-CFW,MATERIEL-SUPPLY,XMLAssetPrototype, 
3ID-CFW,MEDICAL,AntsAssets, 
3ID-CFW,MEDICAL,GLS, 
3ID-CFW,MEDICAL,InventoryPolicy, 
3ID-CFW,MEDICAL,LDMSQLAssets, 
3ID-CFW,MEDICAL,PolicyTransfer, 
3ID-CFW,MEDICAL,StrategicTransport, 
3ID-CFW,MEDICAL,TimePhasedOrg, 
3ID-CFW,MEDICAL,UI, 
3ID-CFW,MEDICAL,XMLAssetPrototype, 
3ID-CFW,MEDICAL-SUPPLY,AntsAssets, 
3ID-CFW,MEDICAL-SUPPLY,GLS, 
3ID-CFW,MEDICAL-SUPPLY,InventoryPolicy, 
3ID-CFW,MEDICAL-SUPPLY,LDMSQLAssets, 
3ID-CFW,MEDICAL-SUPPLY,PolicyTransfer, 
3ID-CFW,MEDICAL-SUPPLY,StrategicTransport, 
3ID-CFW,MEDICAL-SUPPLY,TimePhasedOrg, 
3ID-CFW,MEDICAL-SUPPLY,UI, 
3ID-CFW,MEDICAL-SUPPLY,XMLAssetPrototype, 
3ID-CFW,MSB,AntsAssets, 
3ID-CFW,MSB,Demand, 
3ID-CFW,MSB,GLS, 
3ID-CFW,MSB,InventoryManagement, 
3ID-CFW,MSB,InventoryPolicy, 
3ID-CFW,MSB,LDMSQLAssets, 
3ID-CFW,MSB,Org, 
3ID-CFW,MSB,PolicyTransfer, 
3ID-CFW,MSB,StrategicTransport, 
3ID-CFW,MSB,SubsistenceInventoryManagement, 
3ID-CFW,MSB,UI, 
3ID-CFW,MSB,XMLAssetPrototype, 
3ID-CFW,NCA,GLSInit, 
3ID-CFW,NCA,NCAPolicy, 
3ID-CFW,NCA,Org, 
3ID-CFW,NCA,PolicyTransfer, 
3ID-CFW,NCA,UI, 
3ID-CFW,POL-SUPPLY,AntsAssets, 
3ID-CFW,POL-SUPPLY,Demand, 
3ID-CFW,POL-SUPPLY,GLS, 
3ID-CFW,POL-SUPPLY,InventoryManagement, 
3ID-CFW,POL-SUPPLY,InventoryPolicy, 
3ID-CFW,POL-SUPPLY,LDMSQLAssets, 
3ID-CFW,POL-SUPPLY,Org, 
3ID-CFW,POL-SUPPLY,PolicyTransfer, 
3ID-CFW,POL-SUPPLY,StrategicTransport, 
3ID-CFW,POL-SUPPLY,UI, 
3ID-CFW,POL-SUPPLY,XMLAssetPrototype, 
3ID-CFW,SPTGP-HHC,AntsAssets, 
3ID-CFW,SPTGP-HHC,GLS, 
3ID-CFW,SPTGP-HHC,LDMSQLAssets, 
3ID-CFW,SPTGP-HHC,Org, 
3ID-CFW,SPTGP-HHC,PolicyTransfer, 
3ID-CFW,SPTGP-HHC,StrategicTransport, 
3ID-CFW,SPTGP-HHC,TriggerManager, 
3ID-CFW,SPTGP-HHC,UI, 
3ID-CFW,SPTGP-HHC,XMLAssetPrototype, 
3ID-CFW,SPTGP-UNIT,AntsAssets, 
3ID-CFW,SPTGP-UNIT,GLS, 
3ID-CFW,SPTGP-UNIT,LDMSQLAssets, 
3ID-CFW,SPTGP-UNIT,Org, 
3ID-CFW,SPTGP-UNIT,PolicyTransfer, 
3ID-CFW,SPTGP-UNIT,StrategicTransport, 
3ID-CFW,SPTGP-UNIT,UI, 
3ID-CFW,SPTGP-UNIT,XMLAssetPrototype, 
3ID-CFW,SUPPORTED-CINC-HHC,GLS, 
3ID-CFW,SUPPORTED-CINC-HHC,Org, 
3ID-CFW,SUPPORTED-CINC-HHC,PolicyTransfer, 
3ID-CFW,SUPPORTED-CINC-HHC,UI, 
3ID-CFW,THEATER-CONSTRUCTION,GLS, 
3ID-CFW,THEATER-CONSTRUCTION,InventoryPolicy, 
3ID-CFW,THEATER-CONSTRUCTION,LDMSQLAssets, 
3ID-CFW,THEATER-CONSTRUCTION,Org, 
3ID-CFW,THEATER-CONSTRUCTION,PolicyTransfer, 
3ID-CFW,THEATER-CONSTRUCTION,StrategicTransport, 
3ID-CFW,THEATER-CONSTRUCTION,TheaterConstruction, 
3ID-CFW,THEATER-CONSTRUCTION,UI, 
3ID-CFW,THEATER-CONSTRUCTION,UniversalExpander, 
3ID-CFW,THEATER-CONSTRUCTION,XMLAssetPrototype, 
3ID-CFW,THEATER-TRANSPORT,AntsAssets, 
3ID-CFW,THEATER-TRANSPORT,GLS, 
3ID-CFW,THEATER-TRANSPORT,LDMSQLAssets, 
3ID-CFW,THEATER-TRANSPORT,Org, 
3ID-CFW,THEATER-TRANSPORT,PolicyTransfer, 
3ID-CFW,THEATER-TRANSPORT,StrategicTransport, 
3ID-CFW,THEATER-TRANSPORT,TheaterTransportProvider, 
3ID-CFW,THEATER-TRANSPORT,UI, 
3ID-CFW,THEATER-TRANSPORT,XMLAssetPrototype, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,AntsAssets, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,GLS, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,LDMSQLAssets, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,Org, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,PolicyTransfer, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,StrategicTransport, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,TheaterTransportProviderVishnu, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,UI, 
3ID-CFW,THEATER-TRANSPORT-VISHNU,XMLAssetPrototype, 
3ID-CFW,TRANSCOM,Org, 
3ID-CFW,TRANSCOM,PolicyTransfer, 
3ID-CFW,TRANSCOM,StrategicTransportProvider, 
3ID-CFW,TRANSCOM,UI, 
3ID-CFW,TRANS-TERMINAL,AntsAssets, 
3ID-CFW,TRANS-TERMINAL,Demand, 
3ID-CFW,TRANS-TERMINAL,GLS, 
3ID-CFW,TRANS-TERMINAL,InventoryManagement, 
3ID-CFW,TRANS-TERMINAL,InventoryPolicy, 
3ID-CFW,TRANS-TERMINAL,LDMSQLAssets, 
3ID-CFW,TRANS-TERMINAL,Org, 
3ID-CFW,TRANS-TERMINAL,PolicyTransfer, 
3ID-CFW,TRANS-TERMINAL,StrategicTransport, 
3ID-CFW,TRANS-TERMINAL,SubsistenceInventoryManagement, 
3ID-CFW,TRANS-TERMINAL,UI, 
3ID-CFW,TRANS-TERMINAL,XMLAssetPrototype, 
TRANSCOM-STUB-CFW,TRANSCOM,Org, 
TRANSCOM-STUB-CFW,TRANSCOM,UI, 
TRANSCOM-STUB-CFW,TRANSCOM,StrategicTransportProvider, 
TRANSCOM-STUB-CFW,TRANSCOM,PolicyTransfer, 
TRANSCOM-CFW,TRANSCOM,Org, 
TRANSCOM-CFW,TRANSCOM,UI, 
TRANSCOM-CFW,TRANSCOM,GLMTrans_AssetInstance, 
TRANSCOM-CFW,TRANSCOM,GLMTrans_TRANSCOM, 
TRANSCOM-CFW,GLOBAL-AIR,Org, 
TRANSCOM-CFW,GLOBAL-AIR,UI, 
TRANSCOM-CFW,GLOBAL-AIR,GLMTrans_AssetInstance, 
TRANSCOM-CFW,GLOBAL-AIR,GLMTrans_GlobalAir, 
TRANSCOM-CFW,GLOBAL-SEA,Org, 
TRANSCOM-CFW,GLOBAL-SEA,UI, 
TRANSCOM-CFW,GLOBAL-SEA,GLMTrans_AssetInstance, 
TRANSCOM-CFW,GLOBAL-SEA,GLMTrans_GlobalSea, 
TRANSCOM-CFW,CONUS-GROUND,Org, 
TRANSCOM-CFW,CONUS-GROUND,UI, 
TRANSCOM-CFW,CONUS-GROUND,GLMTrans_AssetInstance, 
TRANSCOM-CFW,CONUS-GROUND,GLMTrans_GroundTransport, 
TRANSCOM-CFW,THEATER-GROUND,Org, 
TRANSCOM-CFW,THEATER-GROUND,UI, 
TRANSCOM-CFW,THEATER-GROUND,GLMTrans_AssetInstance, 
TRANSCOM-CFW,THEATER-GROUND,GLMTrans_GroundTransport, 
TRANSCOM-CFW,PLANE-PACKER,Org, 
TRANSCOM-CFW,PLANE-PACKER,UI, 
TRANSCOM-CFW,PLANE-PACKER,GLMTrans_AssetInstance, 
TRANSCOM-CFW,PLANE-PACKER,GLMTrans_PlanePacker, 
TRANSCOM-CFW,SHIP-PACKER,Org, 
TRANSCOM-CFW,SHIP-PACKER,UI, 
TRANSCOM-CFW,SHIP-PACKER,GLMTrans_AssetInstance, 
TRANSCOM-CFW,SHIP-PACKER,GLMTrans_ShipPacker, 
