TID_ID,TI_ID,SHPPNG_CNFGRTN_CD,CGO_TP_CD,CGO_XTNT_CD,CGO_CNTZN_CD,MATERIEL_ITEM_IDENTIFIER,TID_VLDTN_CD,TYPE_PACK_CODE,TID_RDBL_CD,FTY_CD,TID_PRFNC_CD,TID_LG_DM,TID_WDTH_DIM,TID_EQ_TY_CD,TID_HT_DM,TID_WT,TID_VL,TID_CGO_CPCTY_QY,TID_MAX_LDED_HT_DM,TID_HVY_LFT_CD,TID_AR_CGO_LD_CD,TID_CB_DM,TID_MN_GND_CLNC_DM,TID_FTPRNT_AR,TID_PLZTN_CD,TID_CGO_CMPT_LG_DM,TID_CGO_CMPT_WD_DM,TID_CGO_CMPT_HT_DM,TID_CGOCMPBD_HT_DM,TID_CGO_BED_HT_DM,TID_VNTG_CD,TID_WHL_BS_DM,TID_TLSCPD_LG_DM,TID_EMTY_LD_CLS_ID,TID_LDED_LD_CLS_ID,TID_MDL_ID,TID_TRLR_TNG_LG_DM,TID_CRAF_RQMT_TX,BLANK
 01,T49255,B,A,2,B, 3930010764237,,,N,,,206,79,5,80,9700,754,,0,A,,108,0,0,N,0,0,0,0,0,,0,,0,0000,M4K,,, 
 01,T58161,B,R,1,D, 2320010970249,,,R,,,401,140,4,112,38165,3639,,0,C,,193,13,0,N,0,0,0,0,0,,210,,22,0033,M978 WWN,,, 
 01,T59048,B,R,1,D, 2320013189902,,,R,,,362,144,4,141,40999,4254,,0,C,,0,0,0,N,0,0,0,0,0,,0,,24,0024,M1070,,, 
 01,T59278,B,R,1,D, 2320010996426,,,R,,,401,140,4,112,38800,3639,,112,C,,210,0,507,N,216,90,45,67,67,,210,,23,0035,M977 WOWN,,, 
 01,T60081,B,R,1,D, 2320013543385,,,R,,,255,96,3,112,19351,1587,,112,C,,90,0,450,N,147,88,60,52,52,,0,,12,0015,M1078 WO/WN,,, 
 01,T60149,B,R,1,D, 2320013601898,,,R,,,255,96,3,112,20273,1587,,112,C,,91,0,450,N,147,88,60,52,52,,0,,12,0015,M1078 W/WN,,, 
 01,T60353,B,R,1,D, 2320010448376,,,R,,,193,101,4,124,16030,1399,,0,B,,0,0,0,N,0,0,0,0,0,,114,,9,0009,M878,,, 
 01,T61103,B,R,1,D, 2320010284395,,,R,,,269,123,4,131,18621,2509,,0,B,,0,11,0,N,0,0,0,0,0,,165,,8,0011,M915,,, 
 01,T61171,B,R,1,D, 2320010284397,,,R,,,320,132,4,142,30220,3472,,0,C,,0,12,0,N,0,0,0,0,0,,211,,14,0018,M920,,, 
 01,T61239,B,R,1,D, 2320013554332,,,R,,,282,96,4,112,20393,1755,,0,C,,124,0,0,N,0,0,0,0,0,,0,,12,0012,M1088 WO/WN,,, 
 01,T61494,B,R,2,D, 2320011077155,,,R,,,187,96,3,74,5280,769,,74,A,,95,16,104,N,84,52,41,33,33,,130,,3,0004,M998,,, 
 01,T61562,B,R,2,D, 2320011077156,,,R,,,186,108,3,72,5200,837,,72,A,,0,16,99,N,84,52,39,33,33,,130,,3,0004,M1038 W/WN,,, 
 01,T61704,B,R,1,D, 2320013544530,,,R,,,352,96,4,112,23762,2191,,112,C,,144,0,659,N,244,88,53,59,59,,0,,15,0020,M1085 WO/WN,,, 
 01,T61772,B,R,1,D, 2320013601897,,,R,,,352,96,4,112,24738,2191,,112,C,,143,0,659,N,244,88,53,59,59,,0,,15,0020,M1085 W/WN,,, 
 01,T61908,B,R,1,D, 2320013543386,,,R,,,278,96,4,112,22486,1730,,112,C,,127,0,454,N,168,88,53,59,59,,0,,14,0020,M1083 WO/WN,,, 
 01,T63093,B,R,1,D, 2320010970248,,,R,,,402,140,4,112,43180,3648,,0,C,,197,16,40,N,0,0,0,0,0,,210,,25,0026,M984 WWN,,, 
 01,T73645,D,A,2,B, 3930011727891,,,N,,,146,45,5,81,8730,308,,0,A,,98,0,0,N,0,0,0,0,0,,0,,0,0000,CBD 4000 LB,,, 
 01,T87243,B,R,1,D, 2320011007672,,,R,,,401,140,4,112,38165,3639,,0,C,,0,13,4002,N,0,0,0,0,0,,210,,15,0033,M978 WOWN,,, 
 01,T91656,B,R,1,D, 2320010284396,,,R,,,299,123,4,144,27320,3065,,0,C,,0,12,0,N,0,0,0,0,0,,186,,12,0016,M916,,, 
 01,T92242,D,R,2,D, 2320011289551,,,R,,,180,85,3,74,6104,656,,74,A,,93,16,25,N,0,0,0,0,0,,130,,3,0004,M1025,,, 
 01,T92310,D,R,2,D, 2320011289552,,,R,,,186,85,3,74,6237,677,,74,A,,93,16,40,N,0,0,0,0,0,,130,,3,0004,M1026,,, 
 01,T93484,D,R,1,D, 2320013543384,,,R,,,251,96,4,112,20155,1562,,0,C,,116,0,360,N,144,77,56,42,42,,0,,12,0015,M1079 WO/WN,,, 
 01,T93761,B,R,1,D, 2330013035197,,,R,,,324,96,7,124,16530,2232,,124,B,,195,49,798,N,227,88,69,60,60,,150,,10,0029,M1076,,, 
 01,T94709,B,R,1,D, 2320013544528,,,R,,,359,96,4,112,36325,2234,,0,C,,181,0,0,N,0,0,0,0,0,,0,,21,0021,M1089 W/WN,,, 
 01,T96838,D,R,2,D, 2330012879111,,,R,,,223,96,7,39,6640,484,,39,A,,161,0,459,N,150,88,60,39,39,,0,,4,0013,M1073,,, 
 01,T96883,B,R,2,D, 2330012073533,,,R,,,243,98,7,40,5850,552,,40,A,,182,0,578,N,168,96,62,40,40,,0,,3,0009,M1061A1,,, 
 01,U12063,D,A,2,B, 3895004362835,,,N,,,135,75,9,53,2190,311,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,MDL R,,, 
 01,U76871,B,A,2,D, 3825008597926,,,N,,,196,109,9,60,2480,742,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,MP 38 W,,, 
 01,W35417,0,R,2,D, 4610010268980,,,R,,,227,96,7,94,17200,1186,,0,B,,129,0,0,N,0,0,0,0,0,,0,,10,0010,600 GPH,,, 
 01,W47225,D,R,1,D, 4610012198707,,,R,,,365,97,7,151,39920,3094,,0,C,,0,0,0,N,0,0,0,0,0,,0,,23,0023,3000 GPH,,, 
 01,W58486,0,R,2,B, 5180002899569,,,R,,,146,75,6,69,2840,438,,0,A,,92,0,0,N,0,0,0,0,0,,0,,2,0002,PTBL HYD,,, 
 01,W76473,B,A,1,D, 2350008087100,,,N,,,246,126,C,105,45930,1884,,0,C,,0,13,0,N,0,0,0,0,0,,0,,17,0030,M9 (ACE),,, 
 01,W76816,B,A,1,D, 2410000786483,,,N,,,233,135,C,138,53160,2512,,0,C,,0,0,0,N,0,0,0,0,0,,0,,0,0000,HO-16M,,, 
 01,W83529,B,A,1,D, 2410000786484,,,N,,,243,135,C,122,52365,2316,,0,C,,0,0,0,N,0,0,0,0,0,,0,,32,0000,HD16M,,, 
 01,W88699,B,A,0,D, 2410005747598,,,N,,,321,156,C,135,86422,3913,,0,D,,0,0,0,N,0,0,0,0,0,,0,,0,0000,D8K-8S-8,,, 
 01,W91074,B,A,1,D, 2420005670135,,,N,,,284,90,8,141,15160,2086,,0,B,,0,22,0,N,0,0,0,0,0,,140,,9,0010,JD-410,,, 
 01,W93995,B,R,2,B, 1730004357818,,,R,,,161,70,6,34,650,222,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,AIRMOBILE,,, 
 01,W95537,B,R,2,C, 2330008986779,,,R,,,147,74,6,83,1350,523,,83,A,,0,14,176,N,95,65,49,32,32,,100,,1,0002,M101A1,,, 
 01,W95811,B,R,2,D, 2330001418050,,,R,,,166,83,6,98,2670,782,,98,A,,123,17,288,N,110,74,61,39,39,,110,,2,0003,M105A2,,, 
 01,W98825,D,R,2,B, 2330001418049,,,R,,,162,83,6,76,2260,592,,0,A,,107,0,615,N,0,0,0,0,0,,113,,2,0004,M107A2,,, 
 01,X23227,D,R,3,B, 1740009023474,,,R,,,102,70,6,48,1000,199,,48,A,,51,0,1000,Y,0,0,0,0,0,,0,,1,0004,NONE,,, 
 01,X40009,B,R,1,D, 2320000771616,,,R,,,265,106,3,113,13180,1837,,113,B,,121,11,457,N,147,88,61,52,52,,154,,5,0008,M35A2,,, 
 01,X40077,B,R,1,D, 2320009260873,,,R,,,265,106,3,114,13526,1854,,114,B,,124,11,450,N,147,88,60,53,53,,154,,6,0008,M35A2C,,, 
 01,X40146,B,R,1,D, 2320000771617,,,R,,,279,106,3,113,13570,1934,,113,B,,134,11,450,N,147,88,60,52,52,,154,,8,0011,M35A2 WWN,,, 
 01,X40283,B,R,1,D, 2320000771618,,,R,,,329,108,3,125,14876,2571,,125,B,,146,11,770,N,210,88,72,52,52,,190,,6,0008,M36A2,,, 
 01,X40420,B,R,1,D, 2320000771619,,,R,,,344,108,3,125,15016,2688,,125,B,,157,11,770,N,210,88,72,52,52,,190,,9,0012,M36A2 WWN,,, 
 01,X40794,B,R,1,D, 2320000508913,,,R,,,307,115,4,116,20982,2370,,116,C,,156,11,497,N,168,88,58,57,57,,179,,9,0014,M813A1,,, 
 01,X40831,B,R,1,D, 2320000559266,,,R,,,297,110,4,118,20068,2231,,118,C,,161,11,514,N,168,88,60,57,57,,179,,9,0014,M54A2,,, 
 01,X40931,B,R,1,D, 2320008804612,,,R,,,315,110,4,117,20912,2346,,117,C,,154,11,514,N,168,88,60,56,56,,179,,12,0018,M54A1C WWN,,, 
 01,X40968,B,R,1,D, 2320000559265,,,R,,,314,110,4,118,20782,2359,,118,C,,173,11,514,N,168,88,60,57,57,,179,,12,0018,M54A2 WWN,,, 
 01,X41105,B,R,1,D, 2320000738476,,,R,,,377,110,4,120,22633,2880,,120,C,,200,11,758,N,244,88,61,56,56,,215,,10,0016,M55A2,,, 
 01,X43708,B,R,1,D, 2320000559262,,,R,,,266,128,4,112,22244,2207,,112,C,,140,11,303,N,125,82,51,60,60,,167,,13,0019,M51A2,,, 
 01,X44403,B,R,1,D, 3805001927249,,,R,,,313,110,4,125,31026,2491,,125,C,,162,10,551,N,193,85,58,67,67,,184,,18,0042,F5070 IHC,,, 
 01,X48914,B,A,1,D, 3930009030900,,,N,,,267,103,5,128,25730,2038,,0,C,,0,16,0,N,0,0,0,0,0,,100,,0,0000,MLT-6,,, 
 01,X49051,B,A,1,D, 3930009030899,,,N,,,277,107,5,132,33190,2264,,0,C,,0,13,0,N,0,0,0,0,0,,107,,0,0000,A3520,,, 
 01,X57271,B,R,2,D, 2320000771631,,,R,,,264,106,3,100,14600,1620,,0,B,,130,11,0,N,0,0,0,0,0,,154,,7,0009,M49A2C,,, 
 01,X59326,B,R,1,D, 2320000559260,,,R,,,259,126,4,110,17960,2078,,0,B,,169,11,0,N,0,0,0,0,0,,167,,8,0011,M52A2,,, 
 01,X59463,B,R,1,D, 2320000559261,,,R,,,273,126,4,110,18430,2190,,0,B,,140,11,0,N,0,0,0,0,0,,167,,11,0011,M52A2 WWN,,, 
 01,X62237,B,R,1,D, 2320012052682,,,R,,,363,121,4,143,29280,3635,,0,C,,177,0,601,N,204,82,62,46,46,,215,,13,0016,M934A1,,, 
 01,X62271,B,R,1,D, 2320000509010,,,R,,,369,115,4,138,29495,3389,,0,C,,0,11,601,N,204,82,62,44,44,,215,,13,0016,M820A2,,, 
 01,X62340,B,R,1,D, 2320000771636,,,R,,,269,108,3,130,15760,2186,,0,B,,149,11,360,N,144,77,56,42,42,,154,,9,0012,M109A3,,, 
 01,X62477,B,R,1,D, 2320000771637,,,R,,,282,108,3,130,16170,2292,,0,B,,161,11,360,N,144,77,56,42,42,,154,,10,0012,M109A3 WWN,,, 
 01,X63299,B,R,1,D, 2320000559258,,,R,,,349,108,4,115,33998,2509,,0,C,,181,12,100,N,0,0,0,0,0,,179,,20,0020,M543A2 WWN,,, 
 01,Y48323,D,R,2,B, 4940009357821,,,R,,,149,76,6,59,2510,387,,0,A,,103,0,0,N,0,0,0,0,0,,0,,1,0001,NONE,,, 
 01,Z12353,D,R,2,D, 0000000000000,,,R,,,190,85,4,104,8800,972,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,AN/TTC-48CV1,,, 
 01,Z13713,D,R,2,B, 0000000000000,,,R,,,145,84,6,60,2172,423,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,AN/MJQ-43,,, 
 01,Z24079,D,R,2,D, 0000000000000,,,R,,,190,103,4,103,8520,1167,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,ON-305C(V)1/,,, 
 01,Z36068,D,R,2,D, 0000000000000,,,R,,,209,96,6,58,2491,674,,58,A,,140,0,390,N,147,88,52,50,50,,0,,1,0004,LMTV,,, 
 01,Z36272,B,R,2,D, 0000000000000,,,R,,,136,86,6,100,1400,677,,100,A,,0,0,184,N,86,56,66,34,34,,0,,1,0002,M1101,,, 
 01,Z43728,D,R,2,D, 0000000000000,,,R,,,209,86,3,102,6750,1061,,0,A,,0,0,0,N,0,0,0,0,0,,0,,4,0004,MITT,,, 
 01,Z62630,B,R,2,D, 0000000000000,,,R,,,197,110,3,72,9800,903,,0,B,,0,0,0,N,0,0,0,0,0,,0,,7,0007,XM1114 W/WN,,, 
 01,Z71517,D,R,2,D, 0000000000000,,,R,,,198,103,4,103,8300,1216,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,OL-412C(V)2,,, 
 01,Z90381,D,R,2,D, 0000000000000,,,R,,,103,93,4,32,2880,178,,0,A,,0,0,0,N,0,0,0,0,0,,0,,0,0000,FIFTH WHEEL,,, 
 01,Z90712,D,R,2,D, 0000000000000,,,R,,,220,96,7,58,4733,709,,58,A,,123,0,445,N,168,88,52,50,50,,0,,3,0009,NONE,,, 
 01,Z94047,B,R,1,D, 0000000000000,,,R,,,314,96,4,112,26130,1954,,0,C,,137,0,0,N,0,0,0,0,0,,161,,15,0015,POL MTV W/E,,, 
 01,Z94560,D,R,1,D, 0000000000000,,,R,,,337,96,4,141,28685,2640,,0,C,,155,0,0,N,0,0,0,0,0,,177,,17,0017,MTV W/E,,, 
