ORG_ID,ORG_NAME,UIC,ORG_CLASS,BLANK
1BDE,1BDE,WAQNA1,Organization,
3-69-ARBN,3-69-ARBN,WAQ1AA,Organization,
3ID,3ID,WAQJA1,Organization,
MCCGlobalMode,MCCGlobalMode,WAQJA1,Organization,
