ORG_ID,TI_ID,UNIT_IDENTIFIER,UNIT_EQUIPMENT_QTY
30-MEDBDE,W98825,WBG7AA,1
30-MEDBDE,W95537,WBG7AA,2
30-MEDBDE,T61494,WBG7AA,15
316-POL-SUPPLYBN,G35226,WSRPAA,1
316-POL-SUPPLYBN,G78306,WSRPAA,1
316-POL-SUPPLYBN,X40794,WSRPAA,1
316-POL-SUPPLYBN,L33800,WSRPAA,1
316-POL-SUPPLYBN,X40009,WSRPAA,1
316-POL-SUPPLYBN,W95537,WSRPAA,3
316-POL-SUPPLYBN,T61494,WSRPAA,13
317-MAINTCO,R11154,WET9AA,1
317-MAINTCO,T30377,WET9AA,1
317-MAINTCO,T10549,WET9AA,1
317-MAINTCO,X40146,WET9AA,1
317-MAINTCO,X40420,WET9AA,1
317-MAINTCO,T96883,WET9AA,1
317-MAINTCO,G78306,WET9AA,1
317-MAINTCO,T49255,WET9AA,1
317-MAINTCO,T49119,WET9AA,1
317-MAINTCO,L28351,WET9AA,1
317-MAINTCO,C36151,WET9AA,1
317-MAINTCO,X62237,WET9AA,1
317-MAINTCO,S70517,WET9AA,1
317-MAINTCO,T10275,WET9AA,1
317-MAINTCO,S74832,WET9AA,2
317-MAINTCO,J35492,WET9AA,2
317-MAINTCO,S30914,WET9AA,2
317-MAINTCO,R50681,WET9AA,2
317-MAINTCO,W98825,WET9AA,2
317-MAINTCO,X40077,WET9AA,2
317-MAINTCO,G35851,WET9AA,2
317-MAINTCO,C32887,WET9AA,3
317-MAINTCO,H01855,WET9AA,3
317-MAINTCO,X62477,WET9AA,4
317-MAINTCO,T63093,WET9AA,5
317-MAINTCO,X40794,WET9AA,5
317-MAINTCO,S70027,WET9AA,8
317-MAINTCO,S30982,WET9AA,8
317-MAINTCO,T61494,WET9AA,13
317-MAINTCO,W95811,WET9AA,15
317-MAINTCO,S75175,WET9AA,15
317-MAINTCO,X40009,WET9AA,18
317-MAINTCO,X59326,WET9AA,24
343-SUPPLYCO,G53778,WSS7AA,1
343-SUPPLYCO,W98825,WSS7AA,1
343-SUPPLYCO,X63299,WSS7AA,1
343-SUPPLYCO,X40146,WSS7AA,1
343-SUPPLYCO,L28351,WSS7AA,1
343-SUPPLYCO,C32887,WSS7AA,1
343-SUPPLYCO,R11154,WSS7AA,2
343-SUPPLYCO,Z36272,WSS7AA,2
343-SUPPLYCO,T48941,WSS7AA,2
343-SUPPLYCO,W47225,WSS7AA,3
343-SUPPLYCO,X40009,WSS7AA,3
343-SUPPLYCO,W95811,WSS7AA,3
343-SUPPLYCO,P97051,WSS7AA,4
343-SUPPLYCO,F79334,WSS7AA,4
343-SUPPLYCO,T49255,WSS7AA,5
343-SUPPLYCO,T96883,WSS7AA,6
343-SUPPLYCO,S70027,WSS7AA,6
343-SUPPLYCO,X40794,WSS7AA,8
343-SUPPLYCO,T61494,WSS7AA,8
343-SUPPLYCO,S73372,WSS7AA,9
343-SUPPLYCO,X59326,WSS7AA,12
37-TRANSGP,X40009,WCJZAA,1
37-TRANSGP,W98825,WCJZAA,1
37-TRANSGP,L28351,WCJZAA,1
37-TRANSGP,G40744,WCJZAA,2
37-TRANSGP,T61494,WCJZAA,10
372-CGO-TRANSCO,L28351,WFSRAA,1
372-CGO-TRANSCO,W76816,WFSRAA,1
372-CGO-TRANSCO,W98825,WFSRAA,1
372-CGO-TRANSCO,T60149,WFSRAA,1
372-CGO-TRANSCO,Y48323,WFSRAA,1
372-CGO-TRANSCO,C32887,WFSRAA,1
372-CGO-TRANSCO,S70517,WFSRAA,1
372-CGO-TRANSCO,T63093,WFSRAA,1
372-CGO-TRANSCO,T91656,WFSRAA,1
372-CGO-TRANSCO,Z36068,WFSRAA,2
372-CGO-TRANSCO,T60081,WFSRAA,2
372-CGO-TRANSCO,Z90712,WFSRAA,2
372-CGO-TRANSCO,T59048,WFSRAA,4
372-CGO-TRANSCO,S70859,WFSRAA,4
372-CGO-TRANSCO,T61908,WFSRAA,6
372-CGO-TRANSCO,C39398,WFSRAA,8
372-CGO-TRANSCO,T49255,WFSRAA,8
372-CGO-TRANSCO,R11154,WFSRAA,8
372-CGO-TRANSCO,T61103,WFSRAA,8
372-CGO-TRANSCO,T60353,WFSRAA,8
372-CGO-TRANSCO,F79334,WFSRAA,16
372-CGO-TRANSCO,T48941,WFSRAA,16
372-CGO-TRANSCO,T61494,WFSRAA,17
372-CGO-TRANSCO,S70159,WFSRAA,32
377-HVY-TRKCO,S75175,WCMBAA,1
377-HVY-TRKCO,G42170,WCMBAA,1
377-HVY-TRKCO,X40146,WCMBAA,1
377-HVY-TRKCO,X62340,WCMBAA,1
377-HVY-TRKCO,W98825,WCMBAA,1
377-HVY-TRKCO,C32887,WCMBAA,1
377-HVY-TRKCO,L28351,WCMBAA,1
377-HVY-TRKCO,S70027,WCMBAA,2
377-HVY-TRKCO,X59326,WCMBAA,2
377-HVY-TRKCO,W95537,WCMBAA,2
377-HVY-TRKCO,S30982,WCMBAA,4
377-HVY-TRKCO,T63093,WCMBAA,4
377-HVY-TRKCO,T87243,WCMBAA,4
377-HVY-TRKCO,W95811,WCMBAA,7
377-HVY-TRKCO,X40009,WCMBAA,7
377-HVY-TRKCO,T61494,WCMBAA,11
377-HVY-TRKCO,T59048,WCMBAA,96
377-HVY-TRKCO,S70859,WCMBAA,96
4-1-FABN,C32887,WH9UAA,1
4-1-FABN,X59326,WH9UAA,1
4-1-FABN,T38844,WH9UAA,1
4-1-FABN,S74832,WH9UAA,1
4-1-FABN,T63093,WH9UAA,2
4-1-FABN,K28601,WH9UAA,2
4-1-FABN,T45465,WH9UAA,3
4-1-FABN,T58161,WH9UAA,4
4-1-FABN,R50681,WH9UAA,4
4-1-FABN,L28351,WH9UAA,5
4-1-FABN,X40146,WH9UAA,8
4-1-FABN,W95811,WH9UAA,8
4-1-FABN,T61562,WH9UAA,8
4-1-FABN,W95537,WH9UAA,9
4-1-FABN,W98825,WH9UAA,10
4-1-FABN,D11538,WH9UAA,13
4-1-FABN,X40009,WH9UAA,13
4-1-FABN,C12155,WH9UAA,15
4-1-FABN,C10908,WH9UAA,18
4-1-FABN,T41067,WH9UAA,18
4-1-FABN,H57642,WH9UAA,18
4-1-FABN,T61494,WH9UAA,40
4-27-FABN,C32887,WH28AA,1
4-27-FABN,X59326,WH28AA,1
4-27-FABN,S74832,WH28AA,1
4-27-FABN,T38844,WH28AA,1
4-27-FABN,T63093,WH28AA,2
4-27-FABN,K28601,WH28AA,2
4-27-FABN,T07679,WH28AA,2
4-27-FABN,T45465,WH28AA,3
4-27-FABN,R50681,WH28AA,4
4-27-FABN,T58161,WH28AA,4
4-27-FABN,L28351,WH28AA,5
4-27-FABN,X40146,WH28AA,8
4-27-FABN,T61562,WH28AA,8
4-27-FABN,W95811,WH28AA,9
4-27-FABN,W98825,WH28AA,10
4-27-FABN,W95537,WH28AA,10
4-27-FABN,C11158,WH28AA,13
4-27-FABN,X40009,WH28AA,13
4-27-FABN,C12155,WH28AA,15
4-27-FABN,T41067,WH28AA,18
4-27-FABN,H57642,WH28AA,18
4-27-FABN,C10908,WH28AA,18
4-27-FABN,T61494,WH28AA,41
40-ENGBN,E56578,WDKXAA,0
40-ENGBN,T30377,WDKXAA,1
40-ENGBN,T63093,WDKXAA,1
40-ENGBN,T13152,WDKXAA,1
40-ENGBN,C32887,WDKXAA,2
40-ENGBN,L28351,WDKXAA,2
40-ENGBN,W95537,WDKXAA,2
40-ENGBN,R50681,WDKXAA,2
40-ENGBN,T59278,WDKXAA,2
40-ENGBN,X40146,WDKXAA,2
40-ENGBN,C11158,WDKXAA,3
40-ENGBN,S30914,WDKXAA,3
40-ENGBN,K28601,WDKXAA,3
40-ENGBN,X40794,WDKXAA,3
40-ENGBN,D11538,WDKXAA,4
40-ENGBN,T87243,WDKXAA,4
40-ENGBN,W98825,WDKXAA,4
40-ENGBN,D11049,WDKXAA,6
40-ENGBN,T39586,WDKXAA,6
40-ENGBN,T61562,WDKXAA,8
40-ENGBN,X40009,WDKXAA,9
40-ENGBN,E02807,WDKXAA,12
40-ENGBN,L67342,WDKXAA,12
40-ENGBN,L43664,WDKXAA,12
40-ENGBN,T61494,WDKXAA,21
40-ENGBN,W76473,WDKXAA,21
40-ENGBN,W95811,WDKXAA,26
40-ENGBN,C18234,WDKXAA,28
41-FABDE,L28351,WA00AA,1
41-FABDE,X40931,WA00AA,1
41-FABDE,X63299,WA00AA,1
41-FABDE,G35851,WA00AA,1
41-FABDE,J35492,WA00AA,1
41-FABDE,T61562,WA00AA,1
41-FABDE,P28083,WA00AA,1
41-FABDE,P42262,WA00AA,1
41-FABDE,C32887,WA00AA,1
41-FABDE,X40146,WA00AA,1
41-FABDE,X62237,WA00AA,3
41-FABDE,W98825,WA00AA,3
41-FABDE,T07679,WA00AA,3
41-FABDE,W95811,WA00AA,4
41-FABDE,Z36272,WA00AA,4
41-FABDE,X40009,WA00AA,4
41-FABDE,X40794,WA00AA,5
41-FABDE,T61494,WA00AA,18
41-POL-TRKCO,L28351,WCMPAA,1
41-POL-TRKCO,C32887,WCMPAA,1
41-POL-TRKCO,W98825,WCMPAA,1
41-POL-TRKCO,X40146,WCMPAA,1
41-POL-TRKCO,T30377,WCMPAA,1
41-POL-TRKCO,W95811,WCMPAA,2
41-POL-TRKCO,T63093,WCMPAA,2
41-POL-TRKCO,T87243,WCMPAA,2
41-POL-TRKCO,X40009,WCMPAA,2
41-POL-TRKCO,T61494,WCMPAA,5
41-POL-TRKCO,T93761,WCMPAA,48
41-POL-TRKCO,T40999,WCMPAA,48
406-SUPPLYCO,F79334,WEVHAA,4
406-SUPPLYCO,L28351,WEVHAA,1
406-SUPPLYCO,R11154,WEVHAA,3
406-SUPPLYCO,S70027,WEVHAA,2
406-SUPPLYCO,S74079,WEVHAA,1
406-SUPPLYCO,T48941,WEVHAA,3
406-SUPPLYCO,T49119,WEVHAA,5
406-SUPPLYCO,T49255,WEVHAA,6
406-SUPPLYCO,T60081,WEVHAA,3
406-SUPPLYCO,T61239,WEVHAA,2
406-SUPPLYCO,T61494,WEVHAA,5
406-SUPPLYCO,T61908,WEVHAA,2
406-SUPPLYCO,T94709,WEVHAA,1
406-SUPPLYCO,W98825,WEVHAA,1
406-SUPPLYCO,Z36068,WEVHAA,2
406-SUPPLYCO,Z36272,WEVHAA,1
406-SUPPLYCO,Z90712,WEVHAA,2
452-ORDCO,X40146,WQ56AA,1
452-ORDCO,T63093,WQ56AA,1
452-ORDCO,C32887,WQ56AA,1
452-ORDCO,W98825,WQ56AA,3
452-ORDCO,H56391,WQ56AA,3
452-ORDCO,L28351,WQ56AA,3
452-ORDCO,X62237,WQ56AA,3
452-ORDCO,G53778,WQ56AA,3
452-ORDCO,S70594,WQ56AA,3
452-ORDCO,X40931,WQ56AA,3
452-ORDCO,W76816,WQ56AA,3
452-ORDCO,X40009,WQ56AA,4
452-ORDCO,S70517,WQ56AA,5
452-ORDCO,T93761,WQ56AA,6
452-ORDCO,C36151,WQ56AA,6
452-ORDCO,T91656,WQ56AA,8
452-ORDCO,W95811,WQ56AA,8
452-ORDCO,X40794,WQ56AA,9
452-ORDCO,T48944,WQ56AA,9
452-ORDCO,T40999,WQ56AA,9
452-ORDCO,F79334,WQ56AA,9
452-ORDCO,T61494,WQ56AA,13
47-FSB,R50681,WH98AA,1
47-FSB,T49255,WH98AA,1
47-FSB,S70517,WH98AA,1
47-FSB,T30377,WH98AA,1
47-FSB,X40283,WH98AA,1
47-FSB,R11154,WH98AA,1
47-FSB,T10275,WH98AA,1
47-FSB,T49119,WH98AA,1
47-FSB,C36151,WH98AA,1
47-FSB,X41105,WH98AA,1
47-FSB,X59463,WH98AA,1
47-FSB,X62237,WH98AA,2
47-FSB,H01855,WH98AA,2
47-FSB,K28601,WH98AA,3
47-FSB,X62271,WH98AA,3
47-FSB,X48914,WH98AA,3
47-FSB,L28351,WH98AA,3
47-FSB,T40999,WH98AA,3
47-FSB,S74832,WH98AA,3
47-FSB,T48944,WH98AA,3
47-FSB,T93761,WH98AA,3
47-FSB,G35851,WH98AA,4
47-FSB,X63299,WH98AA,4
47-FSB,D11538,WH98AA,4
47-FSB,T96883,WH98AA,4
47-FSB,C32887,WH98AA,4
47-FSB,X40146,WH98AA,4
47-FSB,T38844,WH98AA,4
47-FSB,T07679,WH98AA,4
47-FSB,T07543,WH98AA,6
47-FSB,T96838,WH98AA,6
47-FSB,W98825,WH98AA,6
47-FSB,T63093,WH98AA,6
47-FSB,S75175,WH98AA,6
47-FSB,S70027,WH98AA,6
47-FSB,J35492,WH98AA,7
47-FSB,S30982,WH98AA,8
47-FSB,W95537,WH98AA,10
47-FSB,S73372,WH98AA,11
47-FSB,C18234,WH98AA,11
47-FSB,X62340,WH98AA,16
47-FSB,X40794,WH98AA,16
47-FSB,X40009,WH98AA,21
47-FSB,W95811,WH98AA,24
47-FSB,X59326,WH98AA,29
47-FSB,T61494,WH98AA,36
485-CSB,W98825,WB0UAA,1
485-CSB,J35492,WB0UAA,1
485-CSB,X40968,WB0UAA,1
485-CSB,T96883,WB0UAA,1
485-CSB,X40009,WB0UAA,2
485-CSB,W95537,WB0UAA,9
485-CSB,T61494,WB0UAA,17
5-CORPS,C32887,WAT6AA,1
5-CORPS,T07679,WAT6AA,1
5-CORPS,G42170,WAT6AA,1
5-CORPS,X63299,WAT6AA,1
5-CORPS,X40146,WAT6AA,2
5-CORPS,T96883,WAT6AA,2
5-CORPS,X40794,WAT6AA,2
5-CORPS,C11158,WAT6AA,3
5-CORPS,W95537,WAT6AA,3
5-CORPS,L28351,WAT6AA,4
5-CORPS,W98825,WAT6AA,7
5-CORPS,J35492,WAT6AA,8
5-CORPS,W95811,WAT6AA,12
5-CORPS,X62237,WAT6AA,12
5-CORPS,X40009,WAT6AA,15
5-CORPS,T61494,WAT6AA,49
5-CORPS-ARTY,X40794,WA0TAA,1
5-CORPS-ARTY,C32887,WA0TAA,1
5-CORPS-ARTY,X40146,WA0TAA,1
5-CORPS-ARTY,T96883,WA0TAA,1
5-CORPS-ARTY,P28015,WA0TAA,1
5-CORPS-ARTY,J35492,WA0TAA,1
5-CORPS-ARTY,X63299,WA0TAA,1
5-CORPS-ARTY,G35851,WA0TAA,1
5-CORPS-ARTY,L28351,WA0TAA,1
5-CORPS-ARTY,C11158,WA0TAA,1
5-CORPS-ARTY,W98825,WA0TAA,2
5-CORPS-ARTY,T07543,WA0TAA,2
5-CORPS-ARTY,Z13713,WA0TAA,2
5-CORPS-ARTY,P28151,WA0TAA,2
5-CORPS-ARTY,W95811,WA0TAA,3
5-CORPS-ARTY,X62237,WA0TAA,4
5-CORPS-ARTY,W95537,WA0TAA,6
5-CORPS-ARTY,X40009,WA0TAA,9
5-CORPS-ARTY,T61494,WA0TAA,30
5-MAINTCO,G78306,WB1XAA,1
5-MAINTCO,T96883,WB1XAA,1
5-MAINTCO,T49255,WB1XAA,1
5-MAINTCO,C36151,WB1XAA,1
5-MAINTCO,X62237,WB1XAA,1
5-MAINTCO,R11154,WB1XAA,1
5-MAINTCO,T30377,WB1XAA,1
5-MAINTCO,T10549,WB1XAA,1
5-MAINTCO,T10275,WB1XAA,1
5-MAINTCO,S70517,WB1XAA,1
5-MAINTCO,X40420,WB1XAA,1
5-MAINTCO,X40146,WB1XAA,1
5-MAINTCO,L28351,WB1XAA,1
5-MAINTCO,T49119,WB1XAA,1
5-MAINTCO,G35851,WB1XAA,1
5-MAINTCO,R50681,WB1XAA,1
5-MAINTCO,H01855,WB1XAA,2
5-MAINTCO,X40077,WB1XAA,2
5-MAINTCO,S74832,WB1XAA,2
5-MAINTCO,W98825,WB1XAA,2
5-MAINTCO,J35492,WB1XAA,2
5-MAINTCO,C32887,WB1XAA,3
5-MAINTCO,X40794,WB1XAA,3
5-MAINTCO,X62477,WB1XAA,4
5-MAINTCO,T63093,WB1XAA,6
5-MAINTCO,S70027,WB1XAA,8
5-MAINTCO,S30982,WB1XAA,9
5-MAINTCO,T61494,WB1XAA,15
5-MAINTCO,S75175,WB1XAA,16
5-MAINTCO,X40009,WB1XAA,16
5-MAINTCO,W95811,WB1XAA,16
5-MAINTCO,X59326,WB1XAA,24
501-FSB,X40283,WH96AA,1
501-FSB,R11154,WH96AA,1
501-FSB,T30377,WH96AA,1
501-FSB,C36151,WH96AA,1
501-FSB,T49119,WH96AA,1
501-FSB,R50681,WH96AA,1
501-FSB,T49255,WH96AA,1
501-FSB,X41105,WH96AA,1
501-FSB,T10275,WH96AA,1
501-FSB,S70517,WH96AA,1
501-FSB,X59463,WH96AA,1
501-FSB,H01855,WH96AA,2
501-FSB,X62237,WH96AA,2
501-FSB,T93761,WH96AA,3
501-FSB,K28601,WH96AA,3
501-FSB,T07543,WH96AA,3
501-FSB,X62271,WH96AA,3
501-FSB,S74832,WH96AA,3
501-FSB,T40999,WH96AA,3
501-FSB,L28351,WH96AA,3
501-FSB,X48914,WH96AA,3
501-FSB,T48944,WH96AA,3
501-FSB,T96883,WH96AA,4
501-FSB,X40146,WH96AA,4
501-FSB,G35851,WH96AA,4
501-FSB,T07679,WH96AA,4
501-FSB,X63299,WH96AA,4
501-FSB,D11538,WH96AA,4
501-FSB,T38844,WH96AA,4
501-FSB,C32887,WH96AA,4
501-FSB,T96838,WH96AA,6
501-FSB,T63093,WH96AA,6
501-FSB,S70027,WH96AA,6
501-FSB,W98825,WH96AA,6
501-FSB,S75175,WH96AA,6
501-FSB,J35492,WH96AA,7
501-FSB,S30982,WH96AA,8
501-FSB,W95537,WH96AA,10
501-FSB,C18234,WH96AA,11
501-FSB,S73372,WH96AA,11
501-FSB,X40794,WH96AA,16
501-FSB,X62340,WH96AA,17
501-FSB,X40009,WH96AA,21
501-FSB,W95811,WH96AA,24
501-FSB,X59326,WH96AA,29
501-FSB,T61494,WH96AA,36
501-MIBN-CEWI,C32887,WH6YAA,1
501-MIBN-CEWI,X40146,WH6YAA,1
501-MIBN-CEWI,R50544,WH6YAA,1
501-MIBN-CEWI,Z43728,WH6YAA,1
501-MIBN-CEWI,C11158,WH6YAA,2
501-MIBN-CEWI,X63299,WH6YAA,2
501-MIBN-CEWI,K28601,WH6YAA,2
501-MIBN-CEWI,T96883,WH6YAA,3
501-MIBN-CEWI,D11538,WH6YAA,3
501-MIBN-CEWI,X62237,WH6YAA,3
501-MIBN-CEWI,J35492,WH6YAA,3
501-MIBN-CEWI,J46252,WH6YAA,3
501-MIBN-CEWI,L28351,WH6YAA,3
501-MIBN-CEWI,C30675,WH6YAA,3
501-MIBN-CEWI,W98825,WH6YAA,4
501-MIBN-CEWI,T61562,WH6YAA,5
501-MIBN-CEWI,M21948,WH6YAA,5
501-MIBN-CEWI,X40794,WH6YAA,9
501-MIBN-CEWI,C18234,WH6YAA,12
501-MIBN-CEWI,W95811,WH6YAA,12
501-MIBN-CEWI,T07679,WH6YAA,13
501-MIBN-CEWI,X40009,WH6YAA,18
501-MIBN-CEWI,W95537,WH6YAA,22
501-MIBN-CEWI,T61494,WH6YAA,54
501-MPCO,G42238,WAPCAA,1
501-MPCO,X40146,WAPCAA,1
501-MPCO,X40009,WAPCAA,1
501-MPCO,C32887,WAPCAA,1
501-MPCO,G37273,WAPCAA,1
501-MPCO,X40831,WAPCAA,1
501-MPCO,W95811,WAPCAA,2
501-MPCO,T61494,WAPCAA,6
501-MPCO,W95537,WAPCAA,20
501-MPCO,Z62630,WAPCAA,43
51-MAINTBN,W95811,WB0HAA,1
51-MAINTBN,G42170,WB0HAA,1
51-MAINTBN,W95537,WB0HAA,2
51-MAINTBN,X40009,WB0HAA,2
51-MAINTBN,T61494,WB0HAA,12
51-MDM-TRKCO,L28351,WCNTAA,1
51-MDM-TRKCO,W98825,WCNTAA,1
51-MDM-TRKCO,X40146,WCNTAA,1
51-MDM-TRKCO,C32887,WCNTAA,1
51-MDM-TRKCO,T30377,WCNTAA,1
51-MDM-TRKCO,W95811,WCNTAA,2
51-MDM-TRKCO,T87243,WCNTAA,2
51-MDM-TRKCO,T63093,WCNTAA,2
51-MDM-TRKCO,X40009,WCNTAA,2
51-MDM-TRKCO,T61494,WCNTAA,5
51-MDM-TRKCO,T93761,WCNTAA,48
51-MDM-TRKCO,T40999,WCNTAA,48
512-MAINTCO,X40146,WB38AA,1
512-MAINTCO,T96883,WB38AA,1
512-MAINTCO,F43067,WB38AA,1
512-MAINTCO,T49255,WB38AA,1
512-MAINTCO,T49119,WB38AA,1
512-MAINTCO,G78306,WB38AA,1
512-MAINTCO,L28351,WB38AA,1
512-MAINTCO,X62237,WB38AA,1
512-MAINTCO,R11154,WB38AA,1
512-MAINTCO,T30377,WB38AA,1
512-MAINTCO,T10549,WB38AA,1
512-MAINTCO,T10275,WB38AA,1
512-MAINTCO,S70517,WB38AA,1
512-MAINTCO,X40794,WB38AA,1
512-MAINTCO,X40420,WB38AA,1
512-MAINTCO,X40077,WB38AA,2
512-MAINTCO,G35851,WB38AA,2
512-MAINTCO,J35492,WB38AA,2
512-MAINTCO,W98825,WB38AA,2
512-MAINTCO,S74832,WB38AA,2
512-MAINTCO,C32887,WB38AA,3
512-MAINTCO,H01855,WB38AA,3
512-MAINTCO,X62477,WB38AA,4
512-MAINTCO,T63093,WB38AA,5
512-MAINTCO,S30982,WB38AA,7
512-MAINTCO,S70027,WB38AA,8
512-MAINTCO,T61494,WB38AA,14
512-MAINTCO,W95811,WB38AA,15
512-MAINTCO,S75175,WB38AA,15
512-MAINTCO,X40009,WB38AA,16
512-MAINTCO,X59326,WB38AA,24
515-POL-TRKCO,S73372,WCNBAA,1
515-POL-TRKCO,X63299,WCNBAA,1
515-POL-TRKCO,X40931,WCNBAA,1
515-POL-TRKCO,C32887,WCNBAA,1
515-POL-TRKCO,W98825,WCNBAA,1
515-POL-TRKCO,L28351,WCNBAA,1
515-POL-TRKCO,X40794,WCNBAA,2
515-POL-TRKCO,W95811,WCNBAA,2
515-POL-TRKCO,T61494,WCNBAA,5
515-POL-TRKCO,S10059,WCNBAA,60
515-POL-TRKCO,X59326,WCNBAA,61
529-ORDCO,T63093,WB5KAA,1
529-ORDCO,X40146,WB5KAA,1
529-ORDCO,C32887,WB5KAA,1
529-ORDCO,L28351,WB5KAA,3
529-ORDCO,X62237,WB5KAA,3
529-ORDCO,H56391,WB5KAA,3
529-ORDCO,X40931,WB5KAA,3
529-ORDCO,W98825,WB5KAA,3
529-ORDCO,S70594,WB5KAA,3
529-ORDCO,W76816,WB5KAA,3
529-ORDCO,J35492,WB5KAA,3
529-ORDCO,X40009,WB5KAA,4
529-ORDCO,S70517,WB5KAA,5
529-ORDCO,C36151,WB5KAA,6
529-ORDCO,T93761,WB5KAA,6
529-ORDCO,W95811,WB5KAA,8
529-ORDCO,T91656,WB5KAA,8
529-ORDCO,F79334,WB5KAA,9
529-ORDCO,T40999,WB5KAA,9
529-ORDCO,X40794,WB5KAA,9
529-ORDCO,T48944,WB5KAA,9
529-ORDCO,T61494,WB5KAA,13
541-POL-TRKCO,T60149,WCNDAA,1
541-POL-TRKCO,C32887,WCNDAA,1
541-POL-TRKCO,L28351,WCNDAA,1
541-POL-TRKCO,T94709,WCNDAA,1
541-POL-TRKCO,W98825,WCNDAA,1
541-POL-TRKCO,T60081,WCNDAA,2
541-POL-TRKCO,Z36068,WCNDAA,2
541-POL-TRKCO,T61494,WCNDAA,5
541-POL-TRKCO,T61239,WCNDAA,61
541-POL-TRKCO,S72983,WCNDAA,61
561-SSBN,W95537,WDEEAA,1
561-SSBN,W98825,WDEEAA,1
561-SSBN,T41135,WDEEAA,1
561-SSBN,Z90712,WDEEAA,1
561-SSBN,G53778,WDEEAA,1
561-SSBN,T60081,WDEEAA,2
561-SSBN,Z36272,WDEEAA,8
561-SSBN,T61494,WDEEAA,17
565-RPRPTCO,X63299,WDWTAA,1
565-RPRPTCO,X40146,WDWTAA,1
565-RPRPTCO,W98825,WDWTAA,1
565-RPRPTCO,X40794,WDWTAA,1
565-RPRPTCO,S74490,WDWTAA,1
565-RPRPTCO,L28351,WDWTAA,1
565-RPRPTCO,T49119,WDWTAA,2
565-RPRPTCO,T48941,WDWTAA,2
565-RPRPTCO,X40009,WDWTAA,2
565-RPRPTCO,T49255,WDWTAA,4
565-RPRPTCO,S74216,WDWTAA,4
565-RPRPTCO,W95537,WDWTAA,4
565-RPRPTCO,R11154,WDWTAA,5
565-RPRPTCO,T61494,WDWTAA,5
565-RPRPTCO,S75175,WDWTAA,6
565-RPRPTCO,X40077,WDWTAA,8
565-RPRPTCO,W95811,WDWTAA,10
565-RPRPTCO,S74832,WDWTAA,10
565-RPRPTCO,S70027,WDWTAA,16
565-RPRPTCO,X59326,WDWTAA,19
574-SSCO,L28351,WDCQAA,1
574-SSCO,X40146,WDCQAA,1
574-SSCO,C32887,WDCQAA,1
574-SSCO,W98825,WDCQAA,1
574-SSCO,J35492,WDCQAA,1
574-SSCO,X63299,WDCQAA,1
574-SSCO,W95537,WDCQAA,2
574-SSCO,R11154,WDCQAA,2
574-SSCO,T48941,WDCQAA,2
574-SSCO,W95811,WDCQAA,3
574-SSCO,X40009,WDCQAA,3
574-SSCO,W47225,WDCQAA,3
574-SSCO,F79334,WDCQAA,4
574-SSCO,P97051,WDCQAA,4
574-SSCO,T49255,WDCQAA,5
574-SSCO,T96883,WDCQAA,6
574-SSCO,S70027,WDCQAA,6
574-SSCO,X40794,WDCQAA,8
574-SSCO,T61494,WDCQAA,8
574-SSCO,S73372,WDCQAA,9
574-SSCO,X59326,WDCQAA,12
584-MAINTCO,S70517,WEYBAA,1
584-MAINTCO,R11154,WEYBAA,1
584-MAINTCO,G35851,WEYBAA,1
584-MAINTCO,T60149,WEYBAA,1
584-MAINTCO,T61704,WEYBAA,1
584-MAINTCO,Z94560,WEYBAA,1
584-MAINTCO,Z94047,WEYBAA,1
584-MAINTCO,L28351,WEYBAA,1
584-MAINTCO,C36151,WEYBAA,1
584-MAINTCO,G78306,WEYBAA,1
584-MAINTCO,T49255,WEYBAA,1
584-MAINTCO,T30377,WEYBAA,1
584-MAINTCO,T10275,WEYBAA,1
584-MAINTCO,T10549,WEYBAA,1
584-MAINTCO,W98825,WEYBAA,2
584-MAINTCO,H01855,WEYBAA,2
584-MAINTCO,G53778,WEYBAA,2
584-MAINTCO,S74832,WEYBAA,2
584-MAINTCO,T93484,WEYBAA,4
584-MAINTCO,T63093,WEYBAA,5
584-MAINTCO,S30982,WEYBAA,5
584-MAINTCO,S70027,WEYBAA,8
584-MAINTCO,T61494,WEYBAA,12
584-MAINTCO,Z36068,WEYBAA,13
584-MAINTCO,S75175,WEYBAA,15
584-MAINTCO,T60081,WEYBAA,17
584-MAINTCO,T61239,WEYBAA,23
588-MAINTCO,S70517,WD4MAA,1
588-MAINTCO,Z94047,WD4MAA,1
588-MAINTCO,C36151,WD4MAA,1
588-MAINTCO,T49255,WD4MAA,1
588-MAINTCO,G35851,WD4MAA,1
588-MAINTCO,G78306,WD4MAA,1
588-MAINTCO,T60149,WD4MAA,1
588-MAINTCO,T10275,WD4MAA,1
588-MAINTCO,T10549,WD4MAA,1
588-MAINTCO,L28351,WD4MAA,1
588-MAINTCO,Z94560,WD4MAA,1
588-MAINTCO,T30377,WD4MAA,1
588-MAINTCO,R11154,WD4MAA,1
588-MAINTCO,G53778,WD4MAA,2
588-MAINTCO,W95811,WD4MAA,2
588-MAINTCO,S74832,WD4MAA,2
588-MAINTCO,H01855,WD4MAA,2
588-MAINTCO,W98825,WD4MAA,2
588-MAINTCO,T61704,WD4MAA,3
588-MAINTCO,G42170,WD4MAA,4
588-MAINTCO,W95537,WD4MAA,4
588-MAINTCO,T61908,WD4MAA,6
588-MAINTCO,P42262,WD4MAA,6
588-MAINTCO,S70027,WD4MAA,8
