ORG_ID,TI_ID,UNIT_IDENTIFIER,UNIT_EQUIPMENT_QTY
16-CSG,W95811,WC9GAA,1
16-CSG,T96883,WC9GAA,1
16-CSG,C32887,WC9GAA,1
16-CSG,W98825,WC9GAA,1
16-CSG,X40009,WC9GAA,2
16-CSG,W95537,WC9GAA,5
16-CSG,T61494,WC9GAA,26
16-ENGBN,E56578,WAEUAA,0
16-ENGBN,T13152,WAEUAA,1
16-ENGBN,T30377,WAEUAA,1
16-ENGBN,T63093,WAEUAA,1
16-ENGBN,R50681,WAEUAA,2
16-ENGBN,X40146,WAEUAA,2
16-ENGBN,L28351,WAEUAA,2
16-ENGBN,T59278,WAEUAA,2
16-ENGBN,C32887,WAEUAA,2
16-ENGBN,W95537,WAEUAA,2
16-ENGBN,K28601,WAEUAA,3
16-ENGBN,C11158,WAEUAA,3
16-ENGBN,X40794,WAEUAA,3
16-ENGBN,S30914,WAEUAA,3
16-ENGBN,W98825,WAEUAA,4
16-ENGBN,D11538,WAEUAA,4
16-ENGBN,T87243,WAEUAA,4
16-ENGBN,D11049,WAEUAA,6
16-ENGBN,T39586,WAEUAA,6
16-ENGBN,T61562,WAEUAA,8
16-ENGBN,X40009,WAEUAA,9
16-ENGBN,E02807,WAEUAA,12
16-ENGBN,L43664,WAEUAA,12
16-ENGBN,L67342,WAEUAA,12
16-ENGBN,W76473,WAEUAA,21
16-ENGBN,T61494,WAEUAA,21
16-ENGBN,W95811,WAEUAA,26
16-ENGBN,C18234,WAEUAA,28
18-MAINTBN,W98825,WB0MAA,1
18-MAINTBN,X40968,WB0MAA,1
18-MAINTBN,T96883,WB0MAA,1
18-MAINTBN,J35492,WB0MAA,1
18-MAINTBN,X40009,WB0MAA,2
18-MAINTBN,W95537,WB0MAA,9
18-MAINTBN,T61494,WB0MAA,17
18-MPBDE,X40009,WFPEAA,1
18-MPBDE,W95537,WFPEAA,1
18-MPBDE,X62237,WFPEAA,1
18-MPBDE,J35492,WFPEAA,1
18-MPBDE,X40146,WFPEAA,1
18-MPBDE,C32887,WFPEAA,1
18-MPBDE,G42170,WFPEAA,1
18-MPBDE,W95811,WFPEAA,2
18-MPBDE,T61494,WFPEAA,16
18-PERISH-SUBPLT,T61494,WDNZAA,1
18-PERISH-SUBPLT,T48941,WDNZAA,1
18-PERISH-SUBPLT,R11154,WDNZAA,1
18-PERISH-SUBPLT,Z36068,WDNZAA,1
18-PERISH-SUBPLT,Z94047,WDNZAA,1
18-PERISH-SUBPLT,Z90712,WDNZAA,1
18-PERISH-SUBPLT,T60149,WDNZAA,1
18-PERISH-SUBPLT,E32466,WDNZAA,1
18-PERISH-SUBPLT,F79334,WDNZAA,1
18-PERISH-SUBPLT,T49255,WDNZAA,1
18-PERISH-SUBPLT,T61239,WDNZAA,16
18-PERISH-SUBPLT,S70027,WDNZAA,21
181-TCBN,W98825,WCKXAA,1
181-TCBN,G40744,WCKXAA,1
181-TCBN,W95537,WCKXAA,2
181-TCBN,X40009,WCKXAA,2
181-TCBN,T61494,WCKXAA,9
19-MMC,X40831,WH3FAA,1
19-MMC,J35492,WH3FAA,1
19-MMC,X40146,WH3FAA,1
19-MMC,E32466,WH3FAA,1
19-MMC,L28351,WH3FAA,2
19-MMC,W98825,WH3FAA,2
19-MMC,D78325,WH3FAA,2
19-MMC,X62237,WH3FAA,2
19-MMC,X59326,WH3FAA,2
19-MMC,W95811,WH3FAA,2
19-MMC,X40009,WH3FAA,5
19-MMC,W95537,WH3FAA,20
19-MMC,T61494,WH3FAA,30
191-ORDBN,X40009,WFMVAA,1
191-ORDBN,X40146,WFMVAA,1
191-ORDBN,W95811,WFMVAA,2
191-ORDBN,W95537,WFMVAA,3
191-ORDBN,T61494,WFMVAA,13
2-3-FABN,X59326,WAEQAA,1
2-3-FABN,C32887,WAEQAA,1
2-3-FABN,S74832,WAEQAA,1
2-3-FABN,T38844,WAEQAA,1
2-3-FABN,K28601,WAEQAA,2
2-3-FABN,T07679,WAEQAA,2
2-3-FABN,T63093,WAEQAA,2
2-3-FABN,T45465,WAEQAA,3
2-3-FABN,R50681,WAEQAA,4
2-3-FABN,T58161,WAEQAA,4
2-3-FABN,L28351,WAEQAA,5
2-3-FABN,W95811,WAEQAA,8
2-3-FABN,X40146,WAEQAA,8
2-3-FABN,T61562,WAEQAA,8
2-3-FABN,W95537,WAEQAA,10
2-3-FABN,W98825,WAEQAA,10
2-3-FABN,X40009,WAEQAA,12
2-3-FABN,C11158,WAEQAA,13
2-3-FABN,C12155,WAEQAA,15
2-3-FABN,H57642,WAEQAA,18
2-3-FABN,C10908,WAEQAA,18
2-3-FABN,T41067,WAEQAA,18
2-3-FABN,T61494,WAEQAA,41
2-37-ARBN,C32887,WAD9AA,1
2-37-ARBN,T63093,WAD9AA,1
2-37-ARBN,T61562,WAD9AA,1
2-37-ARBN,X63299,WAD9AA,1
2-37-ARBN,T96883,WAD9AA,1
2-37-ARBN,T07679,WAD9AA,2
2-37-ARBN,C11158,WAD9AA,3
2-37-ARBN,S70517,WAD9AA,3
2-37-ARBN,X59463,WAD9AA,3
2-37-ARBN,L28351,WAD9AA,3
2-37-ARBN,X40794,WAD9AA,4
2-37-ARBN,T39518,WAD9AA,4
2-37-ARBN,C10990,WAD9AA,4
2-37-ARBN,K28601,WAD9AA,4
2-37-ARBN,M68405,WAD9AA,4
2-37-ARBN,D11538,WAD9AA,4
2-37-ARBN,X40146,WAD9AA,4
2-37-ARBN,W95537,WAD9AA,6
2-37-ARBN,R50681,WAD9AA,6
2-37-ARBN,W98825,WAD9AA,7
2-37-ARBN,T59278,WAD9AA,8
2-37-ARBN,Z62630,WAD9AA,10
2-37-ARBN,C18234,WAD9AA,13
2-37-ARBN,T87243,WAD9AA,13
2-37-ARBN,W95811,WAD9AA,18
2-37-ARBN,X40009,WAD9AA,23
2-37-ARBN,T61494,WAD9AA,28
2-37-ARBN,T13168,WAD9AA,44
2-4-FABN-MLRS,C32887,WH1SAA,1
2-4-FABN-MLRS,T38844,WH1SAA,1
2-4-FABN-MLRS,X40794,WH1SAA,3
2-4-FABN-MLRS,T61562,WH1SAA,3
2-4-FABN-MLRS,T63093,WH1SAA,3
2-4-FABN-MLRS,R50681,WH1SAA,4
2-4-FABN-MLRS,L28351,WH1SAA,4
2-4-FABN-MLRS,T39654,WH1SAA,6
2-4-FABN-MLRS,W95537,WH1SAA,6
2-4-FABN-MLRS,X40146,WH1SAA,7
2-4-FABN-MLRS,T58161,WH1SAA,7
2-4-FABN-MLRS,W95811,WH1SAA,7
2-4-FABN-MLRS,W98825,WH1SAA,8
2-4-FABN-MLRS,X40009,WH1SAA,11
2-4-FABN-MLRS,C11158,WH1SAA,12
2-4-FABN-MLRS,L44894,WH1SAA,18
2-4-FABN-MLRS,T39586,WH1SAA,30
2-4-FABN-MLRS,T45465,WH1SAA,36
2-4-FABN-MLRS,T61494,WH1SAA,40
2-501-AVNBN,C32887,WDUVAA,1
2-501-AVNBN,T96883,WDUVAA,1
2-501-AVNBN,X40146,WDUVAA,1
2-501-AVNBN,J49055,WDUVAA,1
2-501-AVNBN,F43003,WDUVAA,1
2-501-AVNBN,X62340,WDUVAA,1
2-501-AVNBN,X23227,WDUVAA,1
2-501-AVNBN,W93995,WDUVAA,1
2-501-AVNBN,T63093,WDUVAA,1
2-501-AVNBN,G53778,WDUVAA,1
2-501-AVNBN,G53403,WDUVAA,1
2-501-AVNBN,X40794,WDUVAA,1
2-501-AVNBN,P44627,WDUVAA,2
2-501-AVNBN,K28601,WDUVAA,2
2-501-AVNBN,K24931,WDUVAA,2
2-501-AVNBN,F79334,WDUVAA,2
2-501-AVNBN,L28351,WDUVAA,2
2-501-AVNBN,T58161,WDUVAA,2
2-501-AVNBN,X40931,WDUVAA,2
2-501-AVNBN,T07679,WDUVAA,2
2-501-AVNBN,X48914,WDUVAA,2
2-501-AVNBN,H30616,WDUVAA,3
2-501-AVNBN,G34805,WDUVAA,3
2-501-AVNBN,W98825,WDUVAA,4
2-501-AVNBN,T45465,WDUVAA,4
2-501-AVNBN,T87243,WDUVAA,5
2-501-AVNBN,X40009,WDUVAA,12
2-501-AVNBN,W95811,WDUVAA,12
2-501-AVNBN,W95537,WDUVAA,17
2-501-AVNBN,K32293,WDUVAA,24
2-501-AVNBN,T61494,WDUVAA,28
2-6-INFBN,T63093,WAPWAA,1
2-6-INFBN,X63299,WAPWAA,1
2-6-INFBN,X40931,WAPWAA,1
2-6-INFBN,T96883,WAPWAA,1
2-6-INFBN,C32887,WAPWAA,1
2-6-INFBN,C11158,WAPWAA,3
2-6-INFBN,L28351,WAPWAA,3
2-6-INFBN,X40794,WAPWAA,3
2-6-INFBN,C10990,WAPWAA,4
2-6-INFBN,T39518,WAPWAA,4
2-6-INFBN,W95537,WAPWAA,4
2-6-INFBN,M68405,WAPWAA,4
2-6-INFBN,K28601,WAPWAA,4
2-6-INFBN,D11538,WAPWAA,4
2-6-INFBN,X40146,WAPWAA,4
2-6-INFBN,T87243,WAPWAA,6
2-6-INFBN,T59278,WAPWAA,6
2-6-INFBN,R50681,WAPWAA,6
2-6-INFBN,W98825,WAPWAA,7
2-6-INFBN,Z62630,WAPWAA,10
2-6-INFBN,C18234,WAPWAA,14
2-6-INFBN,W95811,WAPWAA,21
2-6-INFBN,T61494,WAPWAA,28
2-6-INFBN,X40009,WAPWAA,28
2-6-INFBN,F40375,WAPWAA,44
2-70-ARBN,T63093,WAZBAA,1
2-70-ARBN,E32466,WAZBAA,1
2-70-ARBN,T61562,WAZBAA,1
2-70-ARBN,X63299,WAZBAA,1
2-70-ARBN,T96883,WAZBAA,1
2-70-ARBN,S70517,WAZBAA,3
2-70-ARBN,X59463,WAZBAA,3
2-70-ARBN,L28351,WAZBAA,3
2-70-ARBN,C10990,WAZBAA,4
2-70-ARBN,X40146,WAZBAA,4
2-70-ARBN,T39518,WAZBAA,4
2-70-ARBN,W95537,WAZBAA,4
2-70-ARBN,K28601,WAZBAA,4
2-70-ARBN,X40794,WAZBAA,4
2-70-ARBN,T92242,WAZBAA,5
2-70-ARBN,T92310,WAZBAA,5
2-70-ARBN,R50681,WAZBAA,6
2-70-ARBN,D11538,WAZBAA,7
2-70-ARBN,W98825,WAZBAA,7
2-70-ARBN,T59278,WAZBAA,8
2-70-ARBN,T87243,WAZBAA,13
2-70-ARBN,D12087,WAZBAA,13
2-70-ARBN,W95811,WAZBAA,18
2-70-ARBN,X40009,WAZBAA,24
2-70-ARBN,T61494,WAZBAA,28
2-70-ARBN,T13168,WAZBAA,44
2-BDE-1-AD,T87243,WAPGAA,1
2-BDE-1-AD,W98825,WAPGAA,1
2-BDE-1-AD,X40794,WAPGAA,1
2-BDE-1-AD,L28351,WAPGAA,1
2-BDE-1-AD,R50681,WAPGAA,1
2-BDE-1-AD,K28601,WAPGAA,1
2-BDE-1-AD,C32887,WAPGAA,1
2-BDE-1-AD,C18234,WAPGAA,1
2-BDE-1-AD,X40146,WAPGAA,1
2-BDE-1-AD,D11538,WAPGAA,1
2-BDE-1-AD,T63093,WAPGAA,1
2-BDE-1-AD,G42238,WAPGAA,1
2-BDE-1-AD,W95811,WAPGAA,3
2-BDE-1-AD,X40009,WAPGAA,3
2-BDE-1-AD,C11158,WAPGAA,5
2-BDE-1-AD,W95537,WAPGAA,5
2-BDE-1-AD,T61494,WAPGAA,15
205-MIBDE,G40744,WH8HAA,1
205-MIBDE,W95811,WH8HAA,2
205-MIBDE,W95537,WH8HAA,3
205-MIBDE,X40009,WH8HAA,3
205-MIBDE,T61494,WH8HAA,11
208-SCCO,X40794,WCF0AA,1
208-SCCO,P42262,WCF0AA,1
208-SCCO,T96883,WCF0AA,1
208-SCCO,L28351,WCF0AA,1
208-SCCO,E32466,WCF0AA,1
208-SCCO,X63299,WCF0AA,1
208-SCCO,W98825,WCF0AA,2
208-SCCO,S47921,WCF0AA,2
208-SCCO,W95811,WCF0AA,2
208-SCCO,K28601,WCF0AA,3
208-SCCO,M04268,WCF0AA,3
208-SCCO,S37228,WCF0AA,3
208-SCCO,Z12353,WCF0AA,3
208-SCCO,X40009,WCF0AA,4
208-SCCO,T61562,WCF0AA,9
208-SCCO,G42170,WCF0AA,11
208-SCCO,T61494,WCF0AA,12
208-SCCO,L69442,WCF0AA,18
208-SCCO,Z36272,WCF0AA,23
208-SCCO,G42238,WCF0AA,25
208-SCCO,T07543,WCF0AA,45
22-SIGBDE,W98825,WCDWAA,1
22-SIGBDE,T96883,WCDWAA,1
22-SIGBDE,C32887,WCDWAA,1
22-SIGBDE,L28351,WCDWAA,1
22-SIGBDE,X63299,WCDWAA,1
22-SIGBDE,X40146,WCDWAA,1
22-SIGBDE,G42238,WCDWAA,2
22-SIGBDE,T07679,WCDWAA,2
22-SIGBDE,G78306,WCDWAA,2
22-SIGBDE,G35851,WCDWAA,2
22-SIGBDE,X40794,WCDWAA,3
22-SIGBDE,X62237,WCDWAA,3
22-SIGBDE,G42170,WCDWAA,4
22-SIGBDE,T07543,WCDWAA,6
22-SIGBDE,W95537,WCDWAA,6
22-SIGBDE,W95811,WCDWAA,7
22-SIGBDE,X40009,WCDWAA,15
22-SIGBDE,T61494,WCDWAA,25
226-MAINTCO,L28351,WD4PAA,1
226-MAINTCO,Z94560,WD4PAA,1
226-MAINTCO,C36151,WD4PAA,1
226-MAINTCO,T49255,WD4PAA,1
226-MAINTCO,W95811,WD4PAA,1
226-MAINTCO,S70517,WD4PAA,1
226-MAINTCO,T30377,WD4PAA,1
226-MAINTCO,T10549,WD4PAA,1
226-MAINTCO,T10275,WD4PAA,1
226-MAINTCO,R11154,WD4PAA,1
226-MAINTCO,T60149,WD4PAA,1
226-MAINTCO,G78306,WD4PAA,1
226-MAINTCO,Z94047,WD4PAA,1
226-MAINTCO,W98825,WD4PAA,2
226-MAINTCO,S74832,WD4PAA,2
226-MAINTCO,G53778,WD4PAA,2
226-MAINTCO,T61704,WD4PAA,3
226-MAINTCO,H01855,WD4PAA,3
226-MAINTCO,G35851,WD4PAA,4
226-MAINTCO,W95537,WD4PAA,5
226-MAINTCO,G42170,WD4PAA,5
226-MAINTCO,P42262,WD4PAA,6
226-MAINTCO,T61908,WD4PAA,6
226-MAINTCO,S70027,WD4PAA,8
226-MAINTCO,T93484,WD4PAA,10
226-MAINTCO,T63093,WD4PAA,11
226-MAINTCO,Z36068,WD4PAA,14
226-MAINTCO,S75175,WD4PAA,15
226-MAINTCO,S30982,WD4PAA,17
226-MAINTCO,T61494,WD4PAA,23
226-MAINTCO,T61239,WD4PAA,26
226-MAINTCO,T07679,WD4PAA,30
226-MAINTCO,T60081,WD4PAA,30
227-SUPPLYCO,S74079,WEVGAA,1
227-SUPPLYCO,W98825,WEVGAA,1
227-SUPPLYCO,L28351,WEVGAA,1
227-SUPPLYCO,W95537,WEVGAA,1
227-SUPPLYCO,T94709,WEVGAA,1
227-SUPPLYCO,E32466,WEVGAA,1
227-SUPPLYCO,T61908,WEVGAA,3
227-SUPPLYCO,Z94047,WEVGAA,3
227-SUPPLYCO,T60149,WEVGAA,3
227-SUPPLYCO,T60081,WEVGAA,3
227-SUPPLYCO,T48941,WEVGAA,4
227-SUPPLYCO,R11154,WEVGAA,4
227-SUPPLYCO,Z36068,WEVGAA,5
227-SUPPLYCO,T61494,WEVGAA,6
227-SUPPLYCO,T49119,WEVGAA,6
227-SUPPLYCO,Z90712,WEVGAA,6
227-SUPPLYCO,F79334,WEVGAA,6
227-SUPPLYCO,T49255,WEVGAA,8
227-SUPPLYCO,S70027,WEVGAA,23
227-SUPPLYCO,T61239,WEVGAA,51
23-ORDCO,X40146,WB3TAA,1
23-ORDCO,C32887,WB3TAA,1
23-ORDCO,W76816,WB3TAA,1
23-ORDCO,L28351,WB3TAA,1
23-ORDCO,W95537,WB3TAA,1
23-ORDCO,T63093,WB3TAA,1
23-ORDCO,S70594,WB3TAA,1
23-ORDCO,W98825,WB3TAA,1
23-ORDCO,G42170,WB3TAA,2
23-ORDCO,H56391,WB3TAA,2
23-ORDCO,G40744,WB3TAA,2
23-ORDCO,T49096,WB3TAA,2
23-ORDCO,X40009,WB3TAA,2
23-ORDCO,X40931,WB3TAA,2
23-ORDCO,T73645,WB3TAA,4
23-ORDCO,W95811,WB3TAA,4
23-ORDCO,S70517,WB3TAA,6
23-ORDCO,C39398,WB3TAA,6
23-ORDCO,C36151,WB3TAA,6
23-ORDCO,F79334,WB3TAA,6
23-ORDCO,T61494,WB3TAA,7
23-ORDCO,T91656,WB3TAA,7
23-ORDCO,X40794,WB3TAA,8
23-ORDCO,T93761,WB3TAA,9
23-ORDCO,T40999,WB3TAA,9
23-ORDCO,T48944,WB3TAA,12
238-POL-TRKCO,C32887,WS1AAA,1
238-POL-TRKCO,W98825,WS1AAA,1
238-POL-TRKCO,X63299,WS1AAA,1
238-POL-TRKCO,L28351,WS1AAA,1
238-POL-TRKCO,X40931,WS1AAA,1
238-POL-TRKCO,S73372,WS1AAA,1
238-POL-TRKCO,X40794,WS1AAA,2
238-POL-TRKCO,W95811,WS1AAA,2
238-POL-TRKCO,T61494,WS1AAA,5
238-POL-TRKCO,S10059,WS1AAA,60
238-POL-TRKCO,X59326,WS1AAA,61
24-ORDCO,T63093,WDHJAA,1
24-ORDCO,T60149,WDHJAA,1
24-ORDCO,E32466,WDHJAA,1
24-ORDCO,W98825,WDHJAA,3
24-ORDCO,T41135,WDHJAA,3
24-ORDCO,S70594,WDHJAA,3
24-ORDCO,L28351,WDHJAA,3
24-ORDCO,G53778,WDHJAA,3
24-ORDCO,W76816,WDHJAA,3
24-ORDCO,H56391,WDHJAA,3
24-ORDCO,Z94560,WDHJAA,3
24-ORDCO,Z94047,WDHJAA,3
24-ORDCO,T60081,WDHJAA,4
24-ORDCO,S70517,WDHJAA,5
24-ORDCO,T93761,WDHJAA,6
24-ORDCO,T61908,WDHJAA,6
24-ORDCO,C36151,WDHJAA,6
24-ORDCO,T91656,WDHJAA,8
24-ORDCO,Z36068,WDHJAA,8
24-ORDCO,T40999,WDHJAA,9
24-ORDCO,F79334,WDHJAA,9
24-ORDCO,T48944,WDHJAA,9
24-ORDCO,T61494,WDHJAA,13
240-SSCO,W98825,WE7PAA,1
240-SSCO,L28351,WE7PAA,1
240-SSCO,W91074,WE7PAA,1
240-SSCO,J35492,WE7PAA,1
240-SSCO,X63299,WE7PAA,1
240-SSCO,C32887,WE7PAA,1
240-SSCO,X40146,WE7PAA,1
240-SSCO,R11154,WE7PAA,2
240-SSCO,W95537,WE7PAA,2
240-SSCO,T48941,WE7PAA,2
240-SSCO,W95811,WE7PAA,3
240-SSCO,W47225,WE7PAA,3
240-SSCO,X40009,WE7PAA,3
240-SSCO,P97051,WE7PAA,4
240-SSCO,F79334,WE7PAA,4
240-SSCO,T49255,WE7PAA,5
240-SSCO,S70027,WE7PAA,6
240-SSCO,T96883,WE7PAA,6
240-SSCO,X40794,WE7PAA,8
240-SSCO,T61494,WE7PAA,8
240-SSCO,S73372,WE7PAA,9
240-SSCO,X59326,WE7PAA,12
244-ENGBN-CBTHVY,L76315,WS5DAA,1
244-ENGBN-CBTHVY,T10549,WS5DAA,1
244-ENGBN-CBTHVY,T30377,WS5DAA,1
244-ENGBN-CBTHVY,T38844,WS5DAA,1
244-ENGBN-CBTHVY,T13152,WS5DAA,1
244-ENGBN-CBTHVY,E72804,WS5DAA,1
244-ENGBN-CBTHVY,U76871,WS5DAA,1
244-ENGBN-CBTHVY,S11711,WS5DAA,1
244-ENGBN-CBTHVY,K25215,WS5DAA,1
244-ENGBN-CBTHVY,T49255,WS5DAA,1
244-ENGBN-CBTHVY,P28083,WS5DAA,1
244-ENGBN-CBTHVY,T10275,WS5DAA,1
244-ENGBN-CBTHVY,Z90381,WS5DAA,1
244-ENGBN-CBTHVY,S70027,WS5DAA,1
244-ENGBN-CBTHVY,L76321,WS5DAA,2
244-ENGBN-CBTHVY,S74832,WS5DAA,2
244-ENGBN-CBTHVY,F43364,WS5DAA,2
244-ENGBN-CBTHVY,E02670,WS5DAA,2
244-ENGBN-CBTHVY,W88699,WS5DAA,2
244-ENGBN-CBTHVY,G40744,WS5DAA,2
244-ENGBN-CBTHVY,L21437,WS5DAA,2
244-ENGBN-CBTHVY,G27844,WS5DAA,2
244-ENGBN-CBTHVY,F43429,WS5DAA,2
244-ENGBN-CBTHVY,T42725,WS5DAA,3
244-ENGBN-CBTHVY,L28351,WS5DAA,3
244-ENGBN-CBTHVY,X59326,WS5DAA,3
244-ENGBN-CBTHVY,E61618,WS5DAA,3
244-ENGBN-CBTHVY,U12063,WS5DAA,4
244-ENGBN-CBTHVY,L85283,WS5DAA,5
244-ENGBN-CBTHVY,T63093,WS5DAA,5
244-ENGBN-CBTHVY,S12916,WS5DAA,5
244-ENGBN-CBTHVY,X40146,WS5DAA,5
244-ENGBN-CBTHVY,C32887,WS5DAA,5
244-ENGBN-CBTHVY,W98825,WS5DAA,6
244-ENGBN-CBTHVY,X40794,WS5DAA,6
244-ENGBN-CBTHVY,L76556,WS5DAA,6
244-ENGBN-CBTHVY,T16988,WS5DAA,6
244-ENGBN-CBTHVY,W95537,WS5DAA,6
244-ENGBN-CBTHVY,W58486,WS5DAA,6
244-ENGBN-CBTHVY,D28318,WS5DAA,6
244-ENGBN-CBTHVY,P11866,WS5DAA,7
244-ENGBN-CBTHVY,T87243,WS5DAA,9
244-ENGBN-CBTHVY,G74783,WS5DAA,9
244-ENGBN-CBTHVY,T07679,WS5DAA,9
244-ENGBN-CBTHVY,W76816,WS5DAA,9
244-ENGBN-CBTHVY,S56246,WS5DAA,12
244-ENGBN-CBTHVY,W83529,WS5DAA,12
244-ENGBN-CBTHVY,X44403,WS5DAA,13
244-ENGBN-CBTHVY,F79334,WS5DAA,14
244-ENGBN-CBTHVY,S70594,WS5DAA,23
244-ENGBN-CBTHVY,X40009,WS5DAA,24
244-ENGBN-CBTHVY,T61171,WS5DAA,29
244-ENGBN-CBTHVY,X43708,WS5DAA,30
244-ENGBN-CBTHVY,T61494,WS5DAA,36
244-ENGBN-CBTHVY,W95811,WS5DAA,40
26-SSCO,L28351,WH1LAA,1
26-SSCO,X63299,WH1LAA,1
26-SSCO,C32887,WH1LAA,1
26-SSCO,X40146,WH1LAA,1
26-SSCO,W98825,WH1LAA,1
26-SSCO,J35492,WH1LAA,1
26-SSCO,W95537,WH1LAA,2
26-SSCO,T48941,WH1LAA,2
26-SSCO,R11154,WH1LAA,2
26-SSCO,X40009,WH1LAA,3
26-SSCO,W47225,WH1LAA,3
26-SSCO,W95811,WH1LAA,3
26-SSCO,F79334,WH1LAA,4
26-SSCO,P97051,WH1LAA,4
26-SSCO,T49255,WH1LAA,5
26-SSCO,S70027,WH1LAA,6
26-SSCO,T96883,WH1LAA,6
26-SSCO,X40794,WH1LAA,8
26-SSCO,T61494,WH1LAA,8
26-SSCO,S73372,WH1LAA,9
26-SSCO,X59326,WH1LAA,12
263-FLDSVC-CO,L28351,WQ1FAA,1
263-FLDSVC-CO,W98825,WQ1FAA,1
263-FLDSVC-CO,C32887,WQ1FAA,1
263-FLDSVC-CO,X40146,WQ1FAA,1
263-FLDSVC-CO,E40961,WQ1FAA,2
263-FLDSVC-CO,X40009,WQ1FAA,2
263-FLDSVC-CO,T96883,WQ1FAA,2
263-FLDSVC-CO,T61494,WQ1FAA,3
263-FLDSVC-CO,X40794,WQ1FAA,6
263-FLDSVC-CO,X40077,WQ1FAA,8
263-FLDSVC-CO,W95811,WQ1FAA,9
263-FLDSVC-CO,L48315,WQ1FAA,12
27-TCBN-MVTCTRL,W95811,WCPPAA,1
27-TCBN-MVTCTRL,X40009,WCPPAA,1
27-TCBN-MVTCTRL,G42170,WCPPAA,1
27-TCBN-MVTCTRL,T61494,WCPPAA,21
28-TCBN,G40744,WCKNAA,1
28-TCBN,W98825,WCKNAA,1
28-TCBN,W95537,WCKNAA,2
28-TCBN,X40009,WCKNAA,2
28-TCBN,T61494,WCKNAA,9
286-ADA-SCCO,P42262,WAYRAA,1
286-ADA-SCCO,X40794,WAYRAA,1
286-ADA-SCCO,L28351,WAYRAA,1
286-ADA-SCCO,X63299,WAYRAA,1
286-ADA-SCCO,T96883,WAYRAA,1
286-ADA-SCCO,E32466,WAYRAA,1
286-ADA-SCCO,W98825,WAYRAA,2
286-ADA-SCCO,S47921,WAYRAA,2
286-ADA-SCCO,W95811,WAYRAA,2
286-ADA-SCCO,M04268,WAYRAA,3
286-ADA-SCCO,Z12353,WAYRAA,3
286-ADA-SCCO,K28601,WAYRAA,3
286-ADA-SCCO,S37228,WAYRAA,3
286-ADA-SCCO,X40009,WAYRAA,4
286-ADA-SCCO,T61562,WAYRAA,9
286-ADA-SCCO,G42170,WAYRAA,11
286-ADA-SCCO,T61494,WAYRAA,12
286-ADA-SCCO,L69442,WAYRAA,18
286-ADA-SCCO,W95537,WAYRAA,23
286-ADA-SCCO,G42238,WAYRAA,25
286-ADA-SCCO,T07543,WAYRAA,45
29-SPTGP,W98825,WCAYAA,1
29-SPTGP,C32887,WCAYAA,1
29-SPTGP,L28351,WCAYAA,1
29-SPTGP,X40931,WCAYAA,1
29-SPTGP,X63299,WCAYAA,1
29-SPTGP,X40009,WCAYAA,2
29-SPTGP,W95811,WCAYAA,2
29-SPTGP,W95537,WCAYAA,5
29-SPTGP,T61494,WCAYAA,28
3-13-FABN-155,C32887,WG1DAA,1
3-13-FABN-155,T38844,WG1DAA,1
3-13-FABN-155,X40794,WG1DAA,3
3-13-FABN-155,T63093,WG1DAA,3
3-13-FABN-155,T61562,WG1DAA,3
3-13-FABN-155,R50681,WG1DAA,4
3-13-FABN-155,L28351,WG1DAA,4
3-13-FABN-155,T39654,WG1DAA,6
3-13-FABN-155,W95537,WG1DAA,6
3-13-FABN-155,X40146,WG1DAA,7
3-13-FABN-155,W95811,WG1DAA,7
3-13-FABN-155,T58161,WG1DAA,7
3-13-FABN-155,W98825,WG1DAA,8
3-13-FABN-155,X40009,WG1DAA,11
3-13-FABN-155,C11158,WG1DAA,12
3-13-FABN-155,L44894,WG1DAA,18
3-13-FABN-155,T39586,WG1DAA,30
3-13-FABN-155,T45465,WG1DAA,36
3-13-FABN-155,T61494,WG1DAA,40
3-BDE-1-AD,D12087,WAHEAA,1
3-BDE-1-AD,X40794,WAHEAA,1
3-BDE-1-AD,W98825,WAHEAA,1
3-BDE-1-AD,R50681,WAHEAA,1
3-BDE-1-AD,L28351,WAHEAA,1
3-BDE-1-AD,T87243,WAHEAA,1
3-BDE-1-AD,X40146,WAHEAA,1
3-BDE-1-AD,T63093,WAHEAA,1
3-BDE-1-AD,W95811,WAHEAA,3
3-BDE-1-AD,X40009,WAHEAA,3
3-BDE-1-AD,D11538,WAHEAA,6
3-BDE-1-AD,W95537,WAHEAA,6
3-BDE-1-AD,T61494,WAHEAA,15
3-SUPCOM-HQ,X62237,WBG0AA,1
3-SUPCOM-HQ,X63299,WBG0AA,1
3-SUPCOM-HQ,C32887,WBG0AA,1
3-SUPCOM-HQ,X40831,WBG0AA,1
3-SUPCOM-HQ,T96883,WBG0AA,1
3-SUPCOM-HQ,T07543,WBG0AA,1
3-SUPCOM-HQ,L28351,WBG0AA,2
3-SUPCOM-HQ,X40146,WBG0AA,2
3-SUPCOM-HQ,J36383,WBG0AA,2
3-SUPCOM-HQ,W98825,WBG0AA,2
3-SUPCOM-HQ,W95811,WBG0AA,3
3-SUPCOM-HQ,X40009,WBG0AA,4
3-SUPCOM-HQ,W95537,WBG0AA,12
3-SUPCOM-HQ,T61494,WBG0AA,44
30-MEDBDE,L28351,WBG7AA,1
30-MEDBDE,X40146,WBG7AA,1
30-MEDBDE,W95811,WBG7AA,1
30-MEDBDE,X40009,WBG7AA,1
30-MEDBDE,E02807,WBG7AA,1
