ORG_ID,UNIT_IDENTIFIER,BILLET_ID,SVC_CD,UNFRMD_SRVC_RNK_CD,UNFRMD_SRVC_OCCPTN_CD,REQ_SEI_CD,UNT_SVRC_CMPNT_CD,TO_NUMBER,TO_SUFFIX,TO_LINE_NUMBER,TO_RANK,TO_STRENGTH
25-FABTRY-TGTACQ,WH5QAA,WH5QAA-0013,A,52,00Z,5O,1,WH5QA,A,13,SGM,99
416-POL-TRKCO,WNCNAA,WNCNAA-0028,A,57,54B,2O,3,WNCNA,A,28,SGT,170
200-MMC,WNBPAA,WNBPAA-0010,A,LT,00B,0,1,WNBPA,A,10,LG,324
52-ENGBN-CBTHVY,WNAHAA,WNAHAA-0048,A,52,00Z,5O,3,WNAHA,A,48,SGM,709
720-EODDET,WB6CRD,WB6CRD-0013,A,52,00Z,5O,1,WB6CR,A,13,SGM,99
702-EODDET,WB54Y1,WB54Y1-0013,A,52,00Z,5O,1,WB54Y,A,13,SGM,99
21-TSC-HQ,WNBSAA,WNBSAA-0010,A,LT,00B,0,1,WNBSA,A,10,LG,324
1-1-CAVSQDN,WAETAA,WAETAA-0069,A,52,00Z,5O,1,WAETA,A,69,SGM,1
1-1-CAVSQDN,WAETAA,WAETAA-0106,A,62,11C,3O,1,WAETA,A,106,SSG,6
1-1-CAVSQDN,WAETAA,WAETAA-0132,A,40,11C,4O,1,WAETA,A,132,PSG,3
1-1-CAVSQDN,WAETAA,WAETAA-0031,A,46,11C,1O,1,WAETA,A,31,PFC,6
1-1-CAVSQDN,WAETAA,WAETAA-0045,A,17,11C,1O,1,WAETA,A,45,CPL,12
1-1-CAVSQDN,WAETAA,WAETAA-0067,A,19,12B,0,1,WAETA,A,67,1LT,6
1-1-CAVSQDN,WAETAA,WAETAA-0066,A,19,12C,0,1,WAETA,A,66,1LT,12
1-1-CAVSQDN,WAETAA,WAETAA-0094,A,28,12C,0,1,WAETA,A,94,LTC,1
1-1-CAVSQDN,WAETAA,WAETAA-0091,A,6,12C,0,1,WAETA,A,91,CPT,8
1-1-CAVSQDN,WAETAA,WAETAA-0096,A,32,12C,0,1,WAETA,A,96,MAJ,1
1-1-CAVSQDN,WAETAA,WAETAA-0082,A,13,151,AE,1,WAETA,A,82,CW2,1
1-1-CAVSQDN,WAETAA,WAETAA-0084,A,11,152,DB,1,WAETA,A,84,CW4,1
1-1-CAVSQDN,WAETAA,WAETAA-0087,A,12,152,DF,1,WAETA,A,87,CW3,2
1-1-CAVSQDN,WAETAA,WAETAA-0089,A,13,152,D0,1,WAETA,A,89,CW2,12
1-1-CAVSQDN,WAETAA,WAETAA-0092,A,13,152,DC,1,WAETA,A,92,CW2,2
1-1-CAVSQDN,WAETAA,WAETAA-0103,A,13,152,DE,1,WAETA,A,103,CW2,2
1-1-CAVSQDN,WAETAA,WAETAA-0090,A,13,152,DG,1,WAETA,A,90,CW2,4
1-1-CAVSQDN,WAETAA,WAETAA-0088,A,12,152,DB,1,WAETA,A,88,CW3,2
1-1-CAVSQDN,WAETAA,WAETAA-0086,A,12,152,DG,1,WAETA,A,86,CW3,1
1-1-CAVSQDN,WAETAA,WAETAA-0085,A,12,152,DH,1,WAETA,A,85,CW3,2
1-1-CAVSQDN,WAETAA,WAETAA-0065,A,19,15A,0,1,WAETA,A,65,1LT,4
1-1-CAVSQDN,WAETAA,WAETAA-0093,A,6,15B,0,1,WAETA,A,93,CPT,3
1-1-CAVSQDN,WAETAA,WAETAA-0095,A,32,15B,0,1,WAETA,A,95,MAJ,1
1-1-CAVSQDN,WAETAA,WAETAA-0072,A,6,15D,0,1,WAETA,A,72,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0131,A,40,19D,4O,1,WAETA,A,131,PSG,7
1-1-CAVSQDN,WAETAA,WAETAA-0135,A,62,19D,3O,1,WAETA,A,135,SSG,26
1-1-CAVSQDN,WAETAA,WAETAA-0024,A,57,19D,2O,1,WAETA,A,24,SGT,43
1-1-CAVSQDN,WAETAA,WAETAA-0052,A,17,19D,1O,1,WAETA,A,52,CPL,90
1-1-CAVSQDN,WAETAA,WAETAA-0032,A,46,19D,1O,1,WAETA,A,32,PFC,48
1-1-CAVSQDN,WAETAA,WAETAA-0029,A,57,19K,2O,1,WAETA,A,29,SGT,27
1-1-CAVSQDN,WAETAA,WAETAA-0060,A,17,19K,1O,1,WAETA,A,60,CPL,30
1-1-CAVSQDN,WAETAA,WAETAA-0033,A,46,19K,1O,1,WAETA,A,33,PFC,27
1-1-CAVSQDN,WAETAA,WAETAA-0113,A,62,19K,3O,1,WAETA,A,113,SSG,15
1-1-CAVSQDN,WAETAA,WAETAA-0130,A,40,19K,4O,1,WAETA,A,130,PSG,7
1-1-CAVSQDN,WAETAA,WAETAA-0068,A,52,19Z,5O,1,WAETA,A,68,SGM,1
1-1-CAVSQDN,WAETAA,WAETAA-0073,A,38,19Z,5M,1,WAETA,A,73,MSG,4
1-1-CAVSQDN,WAETAA,WAETAA-0061,A,38,19Z,5O,1,WAETA,A,61,MSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0101,A,6,25C,0,1,WAETA,A,101,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0129,A,40,31U,4O,1,WAETA,A,129,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0025,A,57,31U,2O,1,WAETA,A,25,SGT,4
1-1-CAVSQDN,WAETAA,WAETAA-0028,A,46,31U,1O,1,WAETA,A,28,PFC,3
1-1-CAVSQDN,WAETAA,WAETAA-0050,A,17,31U,1O,1,WAETA,A,50,CPL,6
1-1-CAVSQDN,WAETAA,WAETAA-0064,A,19,35D,0,1,WAETA,A,64,1LT,1
1-1-CAVSQDN,WAETAA,WAETAA-0100,A,6,35D,0,1,WAETA,A,100,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0049,A,17,44B,1O,1,WAETA,A,49,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0035,A,46,45E,1O,1,WAETA,A,35,PFC,4
1-1-CAVSQDN,WAETAA,WAETAA-0048,A,17,45E,1O,1,WAETA,A,48,CPL,4
1-1-CAVSQDN,WAETAA,WAETAA-0012,A,57,45T,2O,1,WAETA,A,12,SGT,3
1-1-CAVSQDN,WAETAA,WAETAA-0047,A,17,45T,1O,1,WAETA,A,47,CPL,4
1-1-CAVSQDN,WAETAA,WAETAA-0026,A,57,52D,2O,1,WAETA,A,26,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0044,A,46,52D,1O,1,WAETA,A,44,PFC,1
1-1-CAVSQDN,WAETAA,WAETAA-0036,A,57,54B,2O,1,WAETA,A,36,SGT,4
1-1-CAVSQDN,WAETAA,WAETAA-0046,A,17,54B,1O,1,WAETA,A,46,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0115,A,62,54B,3O,1,WAETA,A,115,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0137,A,57,55B,2O,1,WAETA,A,137,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0146,A,62,55B,3O,1,WAETA,A,146,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0037,A,46,55B,1O,1,WAETA,A,37,PFC,2
1-1-CAVSQDN,WAETAA,WAETAA-0059,A,17,55B,1O,1,WAETA,A,59,CPL,3
1-1-CAVSQDN,WAETAA,WAETAA-0099,A,6,56A,0,1,WAETA,A,99,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0098,A,6,61N,0,1,WAETA,A,98,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0124,A,57,63B,2O,1,WAETA,A,124,SGT,2
1-1-CAVSQDN,WAETAA,WAETAA-0145,A,62,63B,3O,1,WAETA,A,145,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0027,A,17,63B,1O,1,WAETA,A,27,CPL,4
1-1-CAVSQDN,WAETAA,WAETAA-0038,A,46,63B,1O,1,WAETA,A,38,PFC,3
1-1-CAVSQDN,WAETAA,WAETAA-0010,A,17,63E,1O,1,WAETA,A,10,CPL,5
1-1-CAVSQDN,WAETAA,WAETAA-0039,A,46,63E,1O,1,WAETA,A,39,PFC,3
1-1-CAVSQDN,WAETAA,WAETAA-0123,A,57,63E,2O,1,WAETA,A,123,SGT,4
1-1-CAVSQDN,WAETAA,WAETAA-0128,A,40,63E,4O,1,WAETA,A,128,PSG,3
1-1-CAVSQDN,WAETAA,WAETAA-0122,A,57,63J,2O,1,WAETA,A,122,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0013,A,17,63J,1O,1,WAETA,A,13,CPL,3
1-1-CAVSQDN,WAETAA,WAETAA-0040,A,46,63J,1O,1,WAETA,A,40,PFC,1
1-1-CAVSQDN,WAETAA,WAETAA-0009,A,17,63S,1O,1,WAETA,A,9,CPL,3
1-1-CAVSQDN,WAETAA,WAETAA-0041,A,46,63S,1O,1,WAETA,A,41,PFC,1
1-1-CAVSQDN,WAETAA,WAETAA-0121,A,57,63S,2O,1,WAETA,A,121,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0120,A,57,63T,2O,1,WAETA,A,120,SGT,8
1-1-CAVSQDN,WAETAA,WAETAA-0127,A,40,63T,4O,1,WAETA,A,127,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0144,A,62,63T,3O,1,WAETA,A,144,SSG,4
1-1-CAVSQDN,WAETAA,WAETAA-0014,A,17,63T,1O,1,WAETA,A,14,CPL,8
1-1-CAVSQDN,WAETAA,WAETAA-0042,A,46,63T,1O,1,WAETA,A,42,PFC,7
1-1-CAVSQDN,WAETAA,WAETAA-0071,A,38,63Z,5O,1,WAETA,A,71,MSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0097,A,6,65D,0,1,WAETA,A,97,CPT,1
1-1-CAVSQDN,WAETAA,WAETAA-0102,A,40,67S,4O,1,WAETA,A,102,PSG,6
1-1-CAVSQDN,WAETAA,WAETAA-0118,A,57,67S,2O,1,WAETA,A,118,SGT,10
1-1-CAVSQDN,WAETAA,WAETAA-0142,A,62,67S,3O,1,WAETA,A,142,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0143,A,62,67S,3F,1,WAETA,A,143,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0119,A,57,67S,2F,1,WAETA,A,119,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0008,A,17,67S,1O,1,WAETA,A,8,CPL,12
1-1-CAVSQDN,WAETAA,WAETAA-0043,A,46,67S,1O,1,WAETA,A,43,PFC,8
1-1-CAVSQDN,WAETAA,WAETAA-0081,A,38,67Z,5M,1,WAETA,A,81,MSG,3
1-1-CAVSQDN,WAETAA,WAETAA-0007,A,17,68B,1O,1,WAETA,A,7,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0006,A,17,68D,1O,1,WAETA,A,6,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0002,A,17,68F,1O,1,WAETA,A,2,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0141,A,62,68F,3O,1,WAETA,A,141,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0005,A,17,68G,1O,1,WAETA,A,5,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0003,A,17,68H,1O,1,WAETA,A,3,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0001,A,17,68J,1O,1,WAETA,A,1,CPL,4
1-1-CAVSQDN,WAETAA,WAETAA-0051,A,46,68J,1O,1,WAETA,A,51,PFC,3
1-1-CAVSQDN,WAETAA,WAETAA-0116,A,57,68J,2O,1,WAETA,A,116,SGT,2
1-1-CAVSQDN,WAETAA,WAETAA-0117,A,57,68J,2F,1,WAETA,A,117,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0139,A,62,68J,3O,1,WAETA,A,139,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0140,A,62,68J,3F,1,WAETA,A,140,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0070,A,40,68K,4O,1,WAETA,A,70,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0004,A,17,68N,1O,1,WAETA,A,4,CPL,2
1-1-CAVSQDN,WAETAA,WAETAA-0053,A,46,68N,1O,1,WAETA,A,53,PFC,2
1-1-CAVSQDN,WAETAA,WAETAA-0104,A,57,68N,2F,1,WAETA,A,104,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0063,A,19,70B,67,1,WAETA,A,63,1LT,1
1-1-CAVSQDN,WAETAA,WAETAA-0114,A,57,71D,2O,1,WAETA,A,114,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0011,A,17,71L,1O,1,WAETA,A,11,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0030,A,46,71L,1O,1,WAETA,A,30,PFC,1
1-1-CAVSQDN,WAETAA,WAETAA-0080,A,57,71M,2O,1,WAETA,A,80,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0062,A,19,74B,0,1,WAETA,A,62,1LT,1
1-1-CAVSQDN,WAETAA,WAETAA-0015,A,17,75B,1O,1,WAETA,A,15,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0058,A,46,75B,1O,1,WAETA,A,58,PFC,1
1-1-CAVSQDN,WAETAA,WAETAA-0125,A,57,75B,2O,1,WAETA,A,125,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0138,A,62,75H,3O,1,WAETA,A,138,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0105,A,40,75H,4O,1,WAETA,A,105,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0016,A,17,77F,1O,1,WAETA,A,16,CPL,25
1-1-CAVSQDN,WAETAA,WAETAA-0034,A,57,77F,2O,1,WAETA,A,34,SGT,10
1-1-CAVSQDN,WAETAA,WAETAA-0079,A,40,77F,4O,1,WAETA,A,79,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0057,A,46,77F,1O,1,WAETA,A,57,PFC,3
1-1-CAVSQDN,WAETAA,WAETAA-0126,A,62,77F,3O,1,WAETA,A,126,SSG,3
1-1-CAVSQDN,WAETAA,WAETAA-0112,A,57,88M,2O,1,WAETA,A,112,SGT,3
1-1-CAVSQDN,WAETAA,WAETAA-0136,A,62,88M,3O,1,WAETA,A,136,SSG,4
1-1-CAVSQDN,WAETAA,WAETAA-0017,A,17,88M,1O,1,WAETA,A,17,CPL,5
1-1-CAVSQDN,WAETAA,WAETAA-0078,A,40,88M,4O,1,WAETA,A,78,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0083,A,11,915,D0,1,WAETA,A,83,CW4,1
1-1-CAVSQDN,WAETAA,WAETAA-0018,A,17,91B,1O,1,WAETA,A,18,CPL,10
1-1-CAVSQDN,WAETAA,WAETAA-0077,A,40,91B,4O,1,WAETA,A,77,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0056,A,46,91B,1O,1,WAETA,A,56,PFC,8
1-1-CAVSQDN,WAETAA,WAETAA-0111,A,57,91B,2O,1,WAETA,A,111,SGT,8
1-1-CAVSQDN,WAETAA,WAETAA-0147,A,62,91B,3O,1,WAETA,A,147,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0110,A,57,92A,2O,1,WAETA,A,110,SGT,5
1-1-CAVSQDN,WAETAA,WAETAA-0019,A,17,92A,1O,1,WAETA,A,19,CPL,6
1-1-CAVSQDN,WAETAA,WAETAA-0020,A,17,92G,1O,1,WAETA,A,20,CPL,7
1-1-CAVSQDN,WAETAA,WAETAA-0055,A,46,92G,1O,1,WAETA,A,55,PFC,7
1-1-CAVSQDN,WAETAA,WAETAA-0076,A,40,92G,4O,1,WAETA,A,76,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0109,A,57,92G,2O,1,WAETA,A,109,SGT,6
1-1-CAVSQDN,WAETAA,WAETAA-0134,A,62,92G,3O,1,WAETA,A,134,SSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0133,A,62,92Y,3O,1,WAETA,A,133,SSG,4
1-1-CAVSQDN,WAETAA,WAETAA-0021,A,17,92Y,1O,1,WAETA,A,21,CPL,5
1-1-CAVSQDN,WAETAA,WAETAA-0075,A,40,92Y,4O,1,WAETA,A,75,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0108,A,57,92Y,2O,1,WAETA,A,108,SGT,1
1-1-CAVSQDN,WAETAA,WAETAA-0054,A,46,92Y,1O,1,WAETA,A,54,PFC,2
1-1-CAVSQDN,WAETAA,WAETAA-0022,A,17,93P,1O,1,WAETA,A,22,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0074,A,40,93P,4O,1,WAETA,A,74,PSG,1
1-1-CAVSQDN,WAETAA,WAETAA-0023,A,17,96B,1O,1,WAETA,A,23,CPL,1
1-1-CAVSQDN,WAETAA,WAETAA-0107,A,57,96B,2O,1,WAETA,A,107,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0054,A,52,00Z,5O,1,WAFZA,A,54,SGM,1
1-13-ARBN,WAFZAA,WAFZAA-0017,A,57,11C,2O,1,WAFZA,A,17,SGT,5
1-13-ARBN,WAFZAA,WAFZAA-0023,A,46,11C,1O,1,WAFZA,A,23,PFC,6
1-13-ARBN,WAFZAA,WAFZAA-0038,A,17,11C,1O,1,WAFZA,A,38,CPL,9
1-13-ARBN,WAFZAA,WAFZAA-0078,A,62,11C,3O,1,WAFZA,A,78,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0089,A,40,11C,4O,1,WAFZA,A,89,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0050,A,38,11C,5O,1,WAFZA,A,50,MSG,1
1-13-ARBN,WAFZAA,WAFZAA-0061,A,6,12B,0,1,WAFZA,A,61,CPT,8
1-13-ARBN,WAFZAA,WAFZAA-0067,A,32,12B,0,1,WAFZA,A,67,MAJ,2
1-13-ARBN,WAFZAA,WAFZAA-0068,A,28,12B,0,1,WAFZA,A,68,LTC,1
1-13-ARBN,WAFZAA,WAFZAA-0071,A,19,12B,0,1,WAFZA,A,71,1LT,16
1-13-ARBN,WAFZAA,WAFZAA-0057,A,19,12C,0,1,WAFZA,A,57,1LT,1
1-13-ARBN,WAFZAA,WAFZAA-0021,A,57,19D,2O,1,WAFZA,A,21,SGT,6
1-13-ARBN,WAFZAA,WAFZAA-0039,A,17,19D,1O,1,WAFZA,A,39,CPL,10
1-13-ARBN,WAFZAA,WAFZAA-0094,A,40,19D,4O,1,WAFZA,A,94,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0080,A,62,19D,3O,1,WAFZA,A,80,SSG,4
1-13-ARBN,WAFZAA,WAFZAA-0024,A,46,19D,1O,1,WAFZA,A,24,PFC,8
1-13-ARBN,WAFZAA,WAFZAA-0019,A,57,19K,2O,1,WAFZA,A,19,SGT,46
1-13-ARBN,WAFZAA,WAFZAA-0025,A,46,19K,1O,1,WAFZA,A,25,PFC,63
1-13-ARBN,WAFZAA,WAFZAA-0040,A,17,19K,1O,1,WAFZA,A,40,CPL,60
1-13-ARBN,WAFZAA,WAFZAA-0101,A,62,19K,3O,1,WAFZA,A,101,SSG,21
1-13-ARBN,WAFZAA,WAFZAA-0058,A,40,19K,4O,1,WAFZA,A,58,PSG,12
1-13-ARBN,WAFZAA,WAFZAA-0051,A,38,19Z,5M,1,WAFZA,A,51,MSG,4
1-13-ARBN,WAFZAA,WAFZAA-0052,A,38,19Z,5O,1,WAFZA,A,52,MSG,1
1-13-ARBN,WAFZAA,WAFZAA-0055,A,52,19Z,5O,1,WAFZA,A,55,SGM,1
1-13-ARBN,WAFZAA,WAFZAA-0062,A,6,25A,0,1,WAFZA,A,62,CPT,1
1-13-ARBN,WAFZAA,WAFZAA-0002,A,57,31U,2O,1,WAFZA,A,2,SGT,4
1-13-ARBN,WAFZAA,WAFZAA-0041,A,17,31U,1O,1,WAFZA,A,41,CPL,3
1-13-ARBN,WAFZAA,WAFZAA-0026,A,46,31U,1O,1,WAFZA,A,26,PFC,3
1-13-ARBN,WAFZAA,WAFZAA-0056,A,40,31U,4O,1,WAFZA,A,56,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0043,A,19,35D,0,1,WAFZA,A,43,1LT,1
1-13-ARBN,WAFZAA,WAFZAA-0063,A,6,35D,0,1,WAFZA,A,63,CPT,1
1-13-ARBN,WAFZAA,WAFZAA-0033,A,17,44B,1O,1,WAFZA,A,33,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0018,A,17,45E,1O,1,WAFZA,A,18,CPL,4
1-13-ARBN,WAFZAA,WAFZAA-0027,A,46,45E,1O,1,WAFZA,A,27,PFC,4
1-13-ARBN,WAFZAA,WAFZAA-0035,A,57,45E,2O,1,WAFZA,A,35,SGT,3
1-13-ARBN,WAFZAA,WAFZAA-0010,A,17,52D,1O,1,WAFZA,A,10,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0003,A,17,54B,1O,1,WAFZA,A,3,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0070,A,57,54B,2O,1,WAFZA,A,70,SGT,3
1-13-ARBN,WAFZAA,WAFZAA-0100,A,62,54B,3O,1,WAFZA,A,100,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0064,A,6,56A,0,1,WAFZA,A,64,CPT,1
1-13-ARBN,WAFZAA,WAFZAA-0065,A,6,62B,0,1,WAFZA,A,65,CPT,1
1-13-ARBN,WAFZAA,WAFZAA-0004,A,17,63B,1O,1,WAFZA,A,4,CPL,3
1-13-ARBN,WAFZAA,WAFZAA-0086,A,57,63B,2O,1,WAFZA,A,86,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0099,A,62,63B,3O,1,WAFZA,A,99,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0028,A,46,63B,1O,1,WAFZA,A,28,PFC,2
1-13-ARBN,WAFZAA,WAFZAA-0005,A,17,63E,1O,1,WAFZA,A,5,CPL,10
1-13-ARBN,WAFZAA,WAFZAA-0069,A,46,63E,1O,1,WAFZA,A,69,PFC,3
1-13-ARBN,WAFZAA,WAFZAA-0085,A,57,63E,2O,1,WAFZA,A,85,SGT,9
1-13-ARBN,WAFZAA,WAFZAA-0073,A,40,63E,4O,1,WAFZA,A,73,PSG,4
1-13-ARBN,WAFZAA,WAFZAA-0098,A,62,63E,3O,1,WAFZA,A,98,SSG,4
1-13-ARBN,WAFZAA,WAFZAA-0029,A,46,63J,1O,1,WAFZA,A,29,PFC,1
1-13-ARBN,WAFZAA,WAFZAA-0084,A,57,63J,2O,1,WAFZA,A,84,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0006,A,17,63S,1O,1,WAFZA,A,6,CPL,2
1-13-ARBN,WAFZAA,WAFZAA-0022,A,46,63S,1O,1,WAFZA,A,22,PFC,1
1-13-ARBN,WAFZAA,WAFZAA-0083,A,57,63S,2O,1,WAFZA,A,83,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0007,A,17,63T,1O,1,WAFZA,A,7,CPL,2
1-13-ARBN,WAFZAA,WAFZAA-0030,A,46,63T,1O,1,WAFZA,A,30,PFC,2
1-13-ARBN,WAFZAA,WAFZAA-0082,A,57,63T,2O,1,WAFZA,A,82,SGT,2
1-13-ARBN,WAFZAA,WAFZAA-0053,A,38,63Z,5O,1,WAFZA,A,53,MSG,1
1-13-ARBN,WAFZAA,WAFZAA-0066,A,6,65D,0,1,WAFZA,A,66,CPT,1
1-13-ARBN,WAFZAA,WAFZAA-0059,A,19,70B,67,1,WAFZA,A,59,1LT,1
1-13-ARBN,WAFZAA,WAFZAA-0081,A,57,71D,2O,1,WAFZA,A,81,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0008,A,17,71L,1O,1,WAFZA,A,8,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0042,A,46,71L,1O,1,WAFZA,A,42,PFC,1
1-13-ARBN,WAFZAA,WAFZAA-0072,A,57,71M,2O,1,WAFZA,A,72,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0060,A,19,74B,0,1,WAFZA,A,60,1LT,1
1-13-ARBN,WAFZAA,WAFZAA-0009,A,17,75B,1O,1,WAFZA,A,9,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0079,A,57,75B,2O,1,WAFZA,A,79,SGT,1
1-13-ARBN,WAFZAA,WAFZAA-0044,A,40,75H,4O,1,WAFZA,A,44,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0097,A,62,75H,3O,1,WAFZA,A,97,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0001,A,17,77F,1O,1,WAFZA,A,1,CPL,18
1-13-ARBN,WAFZAA,WAFZAA-0096,A,62,77F,3O,1,WAFZA,A,96,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0032,A,46,77F,1O,1,WAFZA,A,32,PFC,3
1-13-ARBN,WAFZAA,WAFZAA-0087,A,57,77F,2O,1,WAFZA,A,87,SGT,8
1-13-ARBN,WAFZAA,WAFZAA-0011,A,17,88M,1O,1,WAFZA,A,11,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0095,A,62,88M,3O,1,WAFZA,A,95,SSG,4
1-13-ARBN,WAFZAA,WAFZAA-0077,A,57,88M,2O,1,WAFZA,A,77,SGT,8
1-13-ARBN,WAFZAA,WAFZAA-0020,A,46,88M,1O,1,WAFZA,A,20,PFC,1
1-13-ARBN,WAFZAA,WAFZAA-0045,A,40,88M,4O,1,WAFZA,A,45,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0046,A,12,915,D0,1,WAFZA,A,46,CW3,1
1-13-ARBN,WAFZAA,WAFZAA-0012,A,17,91B,1O,1,WAFZA,A,12,CPL,10
1-13-ARBN,WAFZAA,WAFZAA-0034,A,46,91B,1O,1,WAFZA,A,34,PFC,8
1-13-ARBN,WAFZAA,WAFZAA-0088,A,62,91B,3O,1,WAFZA,A,88,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0076,A,57,91B,2O,1,WAFZA,A,76,SGT,8
1-13-ARBN,WAFZAA,WAFZAA-0047,A,40,91B,4O,1,WAFZA,A,47,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0013,A,17,92A,1O,1,WAFZA,A,13,CPL,2
1-13-ARBN,WAFZAA,WAFZAA-0031,A,46,92A,1O,1,WAFZA,A,31,PFC,1
1-13-ARBN,WAFZAA,WAFZAA-0075,A,57,92A,2O,1,WAFZA,A,75,SGT,2
1-13-ARBN,WAFZAA,WAFZAA-0014,A,17,92G,1O,1,WAFZA,A,14,CPL,6
1-13-ARBN,WAFZAA,WAFZAA-0048,A,40,92G,4O,1,WAFZA,A,48,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0093,A,62,92G,3O,1,WAFZA,A,93,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0074,A,57,92G,2O,1,WAFZA,A,74,SGT,4
1-13-ARBN,WAFZAA,WAFZAA-0036,A,46,92G,1O,1,WAFZA,A,36,PFC,5
1-13-ARBN,WAFZAA,WAFZAA-0015,A,17,92Y,1O,1,WAFZA,A,15,CPL,2
1-13-ARBN,WAFZAA,WAFZAA-0037,A,46,92Y,1O,1,WAFZA,A,37,PFC,2
1-13-ARBN,WAFZAA,WAFZAA-0092,A,57,92Y,2O,1,WAFZA,A,92,SGT,7
1-13-ARBN,WAFZAA,WAFZAA-0091,A,62,92Y,3O,1,WAFZA,A,91,SSG,1
1-13-ARBN,WAFZAA,WAFZAA-0049,A,40,92Y,4O,1,WAFZA,A,49,PSG,1
1-13-ARBN,WAFZAA,WAFZAA-0016,A,17,96B,1O,1,WAFZA,A,16,CPL,1
1-13-ARBN,WAFZAA,WAFZAA-0090,A,62,96B,3O,1,WAFZA,A,90,SSG,1
1-27-FABN,WAKRAA,WAKRAA-0051,A,52,00Z,5O,1,WAKRA,A,51,SGM,1
