TID_ID,TI_ID,SHPPNG_CNFGRTN_CD,CGO_TP_CD,CGO_XTNT_CD,CGO_CNTZN_CD,MATERIEL_ITEM_IDENTIFIER,TYPE_PACK_CODE,TID_RDBL_CD,TID_LG_DM,TID_WDTH_DM,TID_EQ_TY_CD,TID_HT_DM,TID_WT,TID_VL,TID_CGO_CPCTY_QY,TID_MAX_LDED_HT_DM,TID_HVY_LFT_CD,TID_AR_CGO_LD_CD,TID_CB_DM,TID_MN_GND_CLNC_DM,TID_FTPRNT_AR,TID_PLZTN_CD,TID_CGO_CMPT_LG_DM,TID_CGO_CMPT_WD_DM,TID_CGO_CMPT_HT_DM,TID_CGOCMPBD_HT_DM,TID_CGO_BED_HT_DM,TID_WHL_BS_DM,TID_EMTY_LD_CLS_ID,TID_LDED_LD_CLS_ID,TID_MDL_ID,BLANK
1,T60353,B,R,1,D,2.32E+12,\N,R,193,101,4,124,16030,1399,\N,0,B,\N,0,0,0,N,0,0,0,0,0,114,9,9,M878,
1,T61103,B,R,1,D,2.32E+12,\N,R,269,123,4,131,18621,2509,\N,0,B,\N,0,11,0,N,0,0,0,0,0,165,8,11,M915,
1,T61171,B,R,1,D,2.32E+12,\N,R,320,132,4,142,30220,3472,\N,0,C,\N,0,12,0,N,0,0,0,0,0,211,14,18,M920,
1,T61239,B,R,1,D,2.32E+12,\N,R,282,96,4,112,20393,1755,\N,0,C,\N,124,0,0,N,0,0,0,0,0,0,12,12,M1088 WO/WN,
1,T61494,B,R,2,D,2.32E+12,\N,R,187,96,3,74,5280,769,\N,74,A,\N,95,16,104,N,84,52,41,33,33,130,3,4,M998,
1,T61562,B,R,2,D,2.32E+12,\N,R,186,108,3,72,5200,837,\N,72,A,\N,0,16,99,N,84,52,39,33,33,130,3,4,M1038 W/WN,
1,T61704,B,R,1,D,2.32E+12,\N,R,352,96,4,112,23762,2191,\N,112,C,\N,144,0,659,N,244,88,53,59,59,0,15,20,M1085 WO/WN,
1,T61772,B,R,1,D,2.32E+12,\N,R,352,96,4,112,24738,2191,\N,112,C,\N,143,0,659,N,244,88,53,59,59,0,15,20,M1085 W/WN,
1,T61908,B,R,1,D,2.32E+12,\N,R,278,96,4,112,22486,1730,\N,112,C,\N,127,0,454,N,168,88,53,59,59,0,14,20,M1083 WO/WN,
1,T63093,B,R,1,D,2.32E+12,\N,R,402,140,4,112,43180,3648,\N,0,C,\N,197,16,40,N,0,0,0,0,0,210,25,26,M984 WWN,
1,T73645,D,A,2,B,3.93E+12,\N,N,146,45,5,81,8730,308,\N,0,A,\N,98,0,0,N,0,0,0,0,0,0,0,0,CBD 4000 LB,
1,T87243,B,R,1,D,2.32E+12,\N,R,401,140,4,112,38165,3639,\N,0,C,\N,0,13,4002,N,0,0,0,0,0,210,15,33,M978 WOWN,
1,T91656,B,R,1,D,2.32E+12,\N,R,299,123,4,144,27320,3065,\N,0,C,\N,0,12,0,N,0,0,0,0,0,186,12,16,M916,
1,T92242,D,R,2,D,2.32E+12,\N,R,180,85,3,74,6104,656,\N,74,A,\N,93,16,25,N,0,0,0,0,0,130,3,4,M1025,
1,T92310,D,R,2,D,2.32E+12,\N,R,186,85,3,74,6237,677,\N,74,A,\N,93,16,40,N,0,0,0,0,0,130,3,4,M1026,
1,T93484,D,R,1,D,2.32E+12,\N,R,251,96,4,112,20155,1562,\N,0,C,\N,116,0,360,N,144,77,56,42,42,0,12,15,M1079 WO/WN,
1,T93761,B,R,1,D,2.33E+12,\N,R,324,96,7,124,16530,2232,\N,124,B,\N,195,49,798,N,227,88,69,60,60,150,10,29,M1076,
1,T94709,B,R,1,D,2.32E+12,\N,R,359,96,4,112,36325,2234,\N,0,C,\N,181,0,0,N,0,0,0,0,0,0,21,21,M1089 W/WN,
1,T96838,D,R,2,D,2.33E+12,\N,R,223,96,7,39,6640,484,\N,39,A,\N,161,0,459,N,150,88,60,39,39,0,4,13,M1073,
1,T96883,B,R,2,D,2.33E+12,\N,R,243,98,7,40,5850,552,\N,40,A,\N,182,0,578,N,168,96,62,40,40,0,3,9,M1061A1,
1,U12063,D,A,2,B,3.90E+12,\N,N,135,75,9,53,2190,311,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,MDL R,
1,U76871,B,A,2,D,3.83E+12,\N,N,196,109,9,60,2480,742,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,MP 38 W,
1,W35417,0,R,2,D,4.61E+12,\N,R,227,96,7,94,17200,1186,\N,0,B,\N,129,0,0,N,0,0,0,0,0,0,10,10,600 GPH,
1,W47225,D,R,1,D,4.61E+12,\N,R,365,97,7,151,39920,3094,\N,0,C,\N,0,0,0,N,0,0,0,0,0,0,23,23,3000 GPH,
1,W58486,0,R,2,B,5.18E+12,\N,R,146,75,6,69,2840,438,\N,0,A,\N,92,0,0,N,0,0,0,0,0,0,2,2,PTBL HYD,
1,W76473,B,A,1,D,2.35E+12,\N,N,246,126,C,105,45930,1884,\N,0,C,\N,0,13,0,N,0,0,0,0,0,0,17,30,M9 (ACE),
1,W76816,B,A,1,D,2.41E+12,\N,N,233,135,C,138,53160,2512,\N,0,C,\N,0,0,0,N,0,0,0,0,0,0,0,0,HO-16M,
1,W83529,B,A,1,D,2.41E+12,\N,N,243,135,C,122,52365,2316,\N,0,C,\N,0,0,0,N,0,0,0,0,0,0,32,0,HD16M,
1,W88699,B,A,0,D,2.41E+12,\N,N,321,156,C,135,86422,3913,\N,0,D,\N,0,0,0,N,0,0,0,0,0,0,0,0,D8K-8S-8,
1,W91074,B,A,1,D,2.42E+12,\N,N,284,90,8,141,15160,2086,\N,0,B,\N,0,22,0,N,0,0,0,0,0,140,9,10,JD-410,
1,W93995,B,R,2,B,1.73E+12,\N,R,161,70,6,34,650,222,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,AIRMOBILE,
1,W95537,B,R,2,C,2.33E+12,\N,R,147,74,6,83,1350,523,\N,83,A,\N,0,14,176,N,95,65,49,32,32,100,1,2,M101A1,
1,W95811,B,R,2,D,2.33E+12,\N,R,166,83,6,98,2670,782,\N,98,A,\N,123,17,288,N,110,74,61,39,39,110,2,3,M105A2,
1,W98825,D,R,2,B,2.33E+12,\N,R,162,83,6,76,2260,592,\N,0,A,\N,107,0,615,N,0,0,0,0,0,113,2,4,M107A2,
1,X23227,D,R,3,B,1.74E+12,\N,R,102,70,6,48,1000,199,\N,48,A,\N,51,0,1000,Y,0,0,0,0,0,0,1,4,NONE,
1,X40009,B,R,1,D,2.32E+12,\N,R,265,106,3,113,13180,1837,\N,113,B,\N,121,11,457,N,147,88,61,52,52,154,5,8,M35A2,
1,X40077,B,R,1,D,2.32E+12,\N,R,265,106,3,114,13526,1854,\N,114,B,\N,124,11,450,N,147,88,60,53,53,154,6,8,M35A2C,
1,X40146,B,R,1,D,2.32E+12,\N,R,279,106,3,113,13570,1934,\N,113,B,\N,134,11,450,N,147,88,60,52,52,154,8,11,M35A2 WWN,
1,X40283,B,R,1,D,2.32E+12,\N,R,329,108,3,125,14876,2571,\N,125,B,\N,146,11,770,N,210,88,72,52,52,190,6,8,M36A2,
1,X40420,B,R,1,D,2.32E+12,\N,R,344,108,3,125,15016,2688,\N,125,B,\N,157,11,770,N,210,88,72,52,52,190,9,12,M36A2 WWN,
1,X40794,B,R,1,D,2.32E+12,\N,R,307,115,4,116,20982,2370,\N,116,C,\N,156,11,497,N,168,88,58,57,57,179,9,14,M813A1,
1,X40831,B,R,1,D,2.32E+12,\N,R,297,110,4,118,20068,2231,\N,118,C,\N,161,11,514,N,168,88,60,57,57,179,9,14,M54A2,
1,X40931,B,R,1,D,2.32E+12,\N,R,315,110,4,117,20912,2346,\N,117,C,\N,154,11,514,N,168,88,60,56,56,179,12,18,M54A1C WWN,
1,X40968,B,R,1,D,2.32E+12,\N,R,314,110,4,118,20782,2359,\N,118,C,\N,173,11,514,N,168,88,60,57,57,179,12,18,M54A2 WWN,
1,X41105,B,R,1,D,2.32E+12,\N,R,377,110,4,120,22633,2880,\N,120,C,\N,200,11,758,N,244,88,61,56,56,215,10,16,M55A2,
1,X43708,B,R,1,D,2.32E+12,\N,R,266,128,4,112,22244,2207,\N,112,C,\N,140,11,303,N,125,82,51,60,60,167,13,19,M51A2,
1,X44403,B,R,1,D,3.81E+12,\N,R,313,110,4,125,31026,2491,\N,125,C,\N,162,10,551,N,193,85,58,67,67,184,18,42,F5070 IHC,
1,X48914,B,A,1,D,3.93E+12,\N,N,267,103,5,128,25730,2038,\N,0,C,\N,0,16,0,N,0,0,0,0,0,100,0,0,MLT-6,
1,X49051,B,A,1,D,3.93E+12,\N,N,277,107,5,132,33190,2264,\N,0,C,\N,0,13,0,N,0,0,0,0,0,107,0,0,A3520,
1,X57271,B,R,2,D,2.32E+12,\N,R,264,106,3,100,14600,1620,\N,0,B,\N,130,11,0,N,0,0,0,0,0,154,7,9,M49A2C,
1,X59326,B,R,1,D,2.32E+12,\N,R,259,126,4,110,17960,2078,\N,0,B,\N,169,11,0,N,0,0,0,0,0,167,8,11,M52A2,
1,X59463,B,R,1,D,2.32E+12,\N,R,273,126,4,110,18430,2190,\N,0,B,\N,140,11,0,N,0,0,0,0,0,167,11,11,M52A2 WWN,
1,X62237,B,R,1,D,2.32E+12,\N,R,363,121,4,143,29280,3635,\N,0,C,\N,177,0,601,N,204,82,62,46,46,215,13,16,M934A1,
1,X62271,B,R,1,D,2.32E+12,\N,R,369,115,4,138,29495,3389,\N,0,C,\N,0,11,601,N,204,82,62,44,44,215,13,16,M820A2,
1,X62340,B,R,1,D,2.32E+12,\N,R,269,108,3,130,15760,2186,\N,0,B,\N,149,11,360,N,144,77,56,42,42,154,9,12,M109A3,
1,X62477,B,R,1,D,2.32E+12,\N,R,282,108,3,130,16170,2292,\N,0,B,\N,161,11,360,N,144,77,56,42,42,154,10,12,M109A3 WWN,
1,X63299,B,R,1,D,2.32E+12,\N,R,349,108,4,115,33998,2509,\N,0,C,\N,181,12,100,N,0,0,0,0,0,179,20,20,M543A2 WWN,
1,Y48323,D,R,2,B,4.94E+12,\N,R,149,76,6,59,2510,387,\N,0,A,\N,103,0,0,N,0,0,0,0,0,0,1,1,NONE,
1,Z12353,D,R,2,D,0,\N,R,190,85,4,104,8800,972,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,AN/TTC-48CV1,
1,Z13713,D,R,2,B,0,\N,R,145,84,6,60,2172,423,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,AN/MJQ-43,
1,Z24079,D,R,2,D,0,\N,R,190,103,4,103,8520,1167,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,ON-305C(V)1/,
1,Z36068,D,R,2,D,0,\N,R,209,96,6,58,2491,674,\N,58,A,\N,140,0,390,N,147,88,52,50,50,0,1,4,LMTV,
1,Z36272,B,R,2,D,0,\N,R,136,86,6,100,1400,677,\N,100,A,\N,0,0,184,N,86,56,66,34,34,0,1,2,M1101,
1,Z43728,D,R,2,D,0,\N,R,209,86,3,102,6750,1061,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,4,4,MITT,
1,Z62630,B,R,2,D,0,\N,R,197,110,3,72,9800,903,\N,0,B,\N,0,0,0,N,0,0,0,0,0,0,7,7,XM1114 W/WN,
1,Z71517,D,R,2,D,0,\N,R,198,103,4,103,8300,1216,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,OL-412C(V)2,
1,Z90381,D,R,2,D,0,\N,R,103,93,4,32,2880,178,\N,0,A,\N,0,0,0,N,0,0,0,0,0,0,0,0,FIFTH WHEEL,
1,Z90712,D,R,2,D,0,\N,R,220,96,7,58,4733,709,\N,58,A,\N,123,0,445,N,168,88,52,50,50,0,3,9,NONE,
1,Z94047,B,R,1,D,0,\N,R,314,96,4,112,26130,1954,\N,0,C,\N,137,0,0,N,0,0,0,0,0,161,15,15,POL MTV W/E,
1,Z94560,D,R,1,D,0,\N,R,337,96,4,141,28685,2640,\N,0,C,\N,155,0,0,N,0,0,0,0,0,177,17,17,MTV W/E,
