ASSEMBLY_ID,COMMUNITY_ID,ENTITY_ID,ATTRIBUTE_ID,ATTRIBUTE_VALUE
DEFAULT_COMMUNITY_CONFIG,DIVARTY-1-AD-COMM,25-FABTRY-TGTACQ,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,DIVARTY-1-AD-COMM,25-FABTRY-TGTACQ,Role,Member
DEFAULT_COMMUNITY_CONFIG,DIVARTY-1-AD-COMM,DIVARTY-1-AD,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,DIVARTY-1-AD-COMM,DIVARTY-1-AD,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,1-AD,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,DLAHQ,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,DLAHQ,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,FORSCOM,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,FORSCOM,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,HNS,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,HNS,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,JSRCMDSE,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,JSRCMDSE,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,NATO,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,NATO,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,NCA,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,NCA,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,OSC,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,OSC,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,USAEUR,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,USAEUR,Role,Member
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,USEUCOM,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,NCA-COMM,USEUCOM,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,CONUSGround,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,CONUSGround,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,GlobalAir,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,GlobalAir,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,GlobalSea,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,GlobalSea,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,PlanePacker,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,PlanePacker,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,ShipPacker,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,ShipPacker,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,TRANSCOM,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,TRANSCOM,Role,Member
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,TheaterGround,MemberType,Agent
DEFAULT_COMMUNITY_CONFIG,TRANSCOM-COMM,TheaterGround,Role,Member
