ORG_ID,PG_ATTRIBUTE_LIB_ID,ATTRIBUTE_VALUE,ATTRIBUTE_ORDER,START_DATE,END_DATE,BLANK
"1BDE","TypeIdentificationPG|AlternateTypeIdentification","SRC/87042L200",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","TypeIdentificationPG|Nomenclature","1st BDE",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","TypeIdentificationPG|TypeIdentification","UTC/RTOrg",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","ClusterPG|MessageAddress","1BDE",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","OrganizationPG|Roles","Headquarters",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","MilitaryOrgPG|Echelon","7",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","MilitaryOrgPG|SRC","87042L200",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","MilitaryOrgPG|UIC","WAQNA1",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","MilitaryOrgPG|UTC","",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","ItemIdentificationPG|ItemIdentification","1BDE",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"1BDE","ItemIdentificationPG|Nomenclature","1BDE",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","TypeIdentificationPG|AlternateTypeIdentification","SRC/17375L000",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","TypeIdentificationPG|Nomenclature","3/69 Armored BN",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","TypeIdentificationPG|TypeIdentification","UTC/RTOrg",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","ClusterPG|MessageAddress","3-69-ARBN",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","OrganizationPG|Roles","Combat",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","MilitaryOrgPG|Echelon","05",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","MilitaryOrgPG|SRC","17375L000",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","MilitaryOrgPG|UIC","WAQ1AA",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","MilitaryOrgPG|UTC","",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","ItemIdentificationPG|ItemIdentification","3-69-ARBN",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3-69-ARBN","ItemIdentificationPG|Nomenclature","3-69-ARBN",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
"3ID","TypeIdentificationPG|AlternateTypeIdentification","SRC/87004L200",0.000000000000000000000000000000,"2000-01-01 00:00:00",\N,
